AreaShape_MajorAxisLength,AreaShape_MinorAxisLength,Major/Minor,strain,plasmid
34.3351157836334,29.880008824573817,1.149099921128391,BY4741,mox
58.97585372291508,45.83887098492431,1.2865904516346252,BY4741,mox
68.2378368222254,59.199114161306504,1.1526834107059452,BY4741,mox
69.86553724495192,57.14604996887662,1.2225785908737823,BY4741,mox
42.37383199823202,41.71293878038037,1.0158438421548592,BY4741,mox
75.41056281181297,59.39636858903855,1.2696157122597187,BY4741,mox
51.748506378043274,46.36097356013284,1.1162083624262655,BY4741,mox
68.19896860797886,58.717975976881675,1.161466611772007,BY4741,mox
79.06889220664408,60.695655584886914,1.3027109015415603,BY4741,mox
69.96157813500842,51.765391213343975,1.3515125935525407,BY4741,mox
67.01527878134536,55.86112340179198,1.1996765317325424,BY4741,mox
38.957861575155256,31.716591905020906,1.2283117206230478,BY4741,mox
67.33404524817217,49.41245568454691,1.362693764463724,BY4741,mox
70.06640744962937,59.98874102478409,1.167992630828537,BY4741,mox
75.95507696038874,57.44657890399388,1.3221862538990652,BY4741,mox
63.54673003442648,58.560440945526395,1.0851477381042671,BY4741,mox
79.0123885622986,65.90242413635752,1.198929927051173,BY4741,mox
70.4126502551115,60.06152235144021,1.1723420835573124,BY4741,mox
50.85011125247258,45.362653209276935,1.12096863069009,BY4741,mox
77.92331124578335,65.77744053530871,1.1846510081819746,BY4741,mox
53.93590392613282,50.486229790065686,1.0683290107106778,BY4741,mox
62.62933825362849,53.70247079183252,1.1662282448120365,BY4741,mox
69.21839114668973,56.286735910891174,1.229746049873472,BY4741,mox
80.23046118094065,56.47880850998959,1.4205409656747632,BY4741,mox
68.19089222480697,55.056985979124626,1.238551130471657,BY4741,mox
65.38854760249457,55.1746776249125,1.1851187975581448,BY4741,mox
63.11653358573106,48.423555899722416,1.3034262439634854,BY4741,mox
51.79062930760149,48.17446706618865,1.0750638763983515,BY4741,mox
39.91557129206513,38.07850763688876,1.0482441085321503,BY4741,mox
64.37608284561884,55.3305501538097,1.163481705254404,BY4741,mox
46.17703063113516,41.41629129115049,1.1149484705551582,BY4741,mox
69.09591721464957,59.26936052448673,1.1657948829412976,BY4741,mox
41.36565359421604,39.0408373514684,1.0595483191566382,BY4741,mox
54.93202523719075,50.852247031048904,1.0802280812419331,BY4741,mox
64.95809759430334,51.381568002190726,1.264229569473897,BY4741,mox
66.35916454722957,59.73723878491417,1.11085088459073,BY4741,mox
67.64882398490721,53.12050731535566,1.2734973253041921,BY4741,mox
74.37862013748719,60.918155692257,1.2209598155470929,BY4741,mox
62.43041562418438,55.504216130263096,1.1247869076768178,BY4741,mox
42.31053177960292,34.098123866018234,1.2408463276705106,BY4741,mox
58.14710608798604,51.05499118859398,1.138911294161118,BY4741,mox
60.499181055382635,52.757931763310104,1.146731477776695,BY4741,mox
62.30279538456852,51.37017335482506,1.212820423132105,BY4741,mox
58.44199911823728,50.08191359702395,1.1669282365782068,BY4741,mox
61.117577876363846,49.5673861381774,1.2330199883041715,BY4741,mox
68.26776408554545,55.675701850658115,1.2261680017732635,BY4741,mox
72.14968762248725,62.235695123925474,1.1592975297989483,BY4741,mox
76.10415357341,65.81313607756015,1.1563672255903745,BY4741,mox
31.481792251154584,30.285763930274843,1.0394914364264771,BY4741,mox
65.7407783163086,49.48463436904806,1.3285089231138896,BY4741,mox
58.27412183896726,48.93158843991782,1.1909305153770138,BY4741,mox
70.09134033220202,62.42996156674367,1.122719581642984,BY4741,mox
70.9377251372939,58.37523497208341,1.2152023914116696,BY4741,mox
46.08960421006952,37.544132736416294,1.227611369628588,BY4741,mox
61.55459711622485,53.51291739251933,1.1502754870327754,BY4741,mox
30.660829428824584,27.884791683199033,1.0995538276622003,BY4741,mox
59.42408955763131,47.12686931374939,1.2609386200049189,BY4741,mox
50.63088591876454,39.05507188734324,1.2963972020026606,BY4741,mox
63.66421157850991,58.95211555884271,1.0799309062108864,BY4741,mox
64.008496405773,57.34755219911684,1.1161504537025164,BY4741,mox
75.56987405062904,66.2770378971023,1.1402120017486936,BY4741,mox
54.022835165654065,45.353128199406335,1.1911600656988688,BY4741,mox
72.87926598856951,64.5772504038431,1.1285594467526656,BY4741,mox
61.99143648643428,54.849254726586175,1.1302147457691196,BY4741,mox
49.701396797249586,43.387985646568936,1.145510584476279,BY4741,mox
78.6457375512613,63.145624692027184,1.245466141713397,BY4741,mox
50.74570211927664,46.03774060657679,1.102263087863771,BY4741,mox
66.61983456825327,57.24894784028693,1.163686619256466,BY4741,mox
37.280977412881434,36.418012384030696,1.023696104547132,BY4741,mox
58.0268696467303,48.55951961853665,1.1949638320676401,BY4741,mox
50.385930704454275,42.71848068520906,1.1794878913355178,BY4741,mox
42.17034164848088,37.373901274314086,1.1283366255762879,BY4741,mox
56.7091626879074,50.37955170089008,1.1256384936610202,BY4741,mox
69.6494065053692,57.63394924525603,1.208478811836796,BY4741,mox
81.36713451220326,55.268582562720795,1.4722131587120926,BY4741,mox
60.25385461668998,47.86729124933106,1.2587688386802547,BY4741,mox
74.62224656535236,54.2815944224531,1.3747246623707414,BY4741,mox
65.06759087258287,52.47387076792581,1.2399998307796813,BY4741,mox
71.73969994507931,63.97128901575373,1.1214358980231351,BY4741,mox
78.44312314323983,65.68767287802835,1.1941833179095314,BY4741,mox
59.942908991548606,53.33008821110582,1.1239979344167987,BY4741,mox
68.84068061895509,52.655982216136024,1.307366755336289,BY4741,mox
86.53809117135444,70.91930428149789,1.220233222083812,BY4741,mox
73.6154163638105,67.2140928808673,1.0952378170793606,BY4741,mox
60.33678577741868,49.3984913485016,1.221429726502141,BY4741,mox
38.10461319578519,35.316211687877654,1.078955283555078,BY4741,mox
70.01105927356878,65.6660033301501,1.0661690330317952,BY4741,mox
74.27453829375338,56.80265106139775,1.307589292152409,BY4741,mox
52.04428703575616,45.73578662371759,1.1379335718862902,BY4741,mox
62.7380026878925,56.79950258445277,1.1045519737538199,BY4741,mox
46.877474200158034,38.69156500659529,1.2115683144935436,BY4741,mox
41.93468680496993,41.76387909879995,1.0040898429421727,BY4741,mox
66.49380715822979,59.83929319828872,1.111206426484519,BY4741,mox
67.62451250792512,56.81766031667229,1.1902023443243002,BY4741,mox
50.82142980516618,42.51025381608232,1.1955099121506447,BY4741,mox
32.602830928640884,30.54929401664631,1.0672204375942567,BY4741,mox
67.02139966761277,54.56197576286653,1.2283536057949316,BY4741,mox
84.41606059750205,76.48070586317401,1.1037562957188785,BY4741,mox
73.54043838239674,60.59796442791004,1.213579351660956,BY4741,mox
78.92375932165456,58.684975838167986,1.3448716335727537,BY4741,mox
78.92507824731454,72.66604156009726,1.086134273352992,BY4741,mox
71.46261898929872,63.88260121013752,1.1186554341177692,BY4741,mox
87.75992171042635,82.20275830893839,1.067603125683481,BY4741,mox
68.58220695799871,57.48010248868223,1.1931469149955407,BY4741,mox
40.98676303661825,25.74562016129135,1.5919897357237494,BY4741,mox
63.91376385326878,51.519119232717415,1.2405833951578913,BY4741,mox
60.73405220136982,51.376839932859774,1.1821289958809889,BY4741,mox
45.24793605541187,33.08963833717803,1.367435195100737,BY4741,mox
53.43453752758477,44.976651983865935,1.1880505811493673,BY4741,mox
44.63428527616173,38.54762900476931,1.1578996277731983,BY4741,mox
66.47152969383637,61.01200666733219,1.0894827645363678,BY4741,mox
48.85204973316916,43.967656733211,1.1110905916500373,BY4741,mox
49.436816755810405,41.12606647090834,1.2020798728898836,BY4741,mox
76.64870390922034,66.62730003946092,1.1504098749885425,BY4741,mox
41.11717116412171,35.242872921639375,1.1666804592106754,BY4741,mox
62.5606931786588,52.25505805520738,1.1972179441952497,BY4741,mox
35.33585670333412,33.700597614396955,1.0485231480951123,BY4741,mox
61.25864309709685,56.542396692451995,1.0834107975701432,BY4741,mox
47.48267345117016,40.46799565762042,1.1733388985433684,BY4741,mox
62.76244506639073,51.60777136181511,1.216143294124672,BY4741,mox
59.27256140795249,49.53174577551728,1.1966580317314381,BY4741,mox
68.16734650473347,52.58305688385085,1.296374736358639,BY4741,mox
70.9105172379129,59.62256416075089,1.1893235092460648,BY4741,mox
41.101271651350075,38.5211336256074,1.0669798051848478,BY4741,mox
68.99087559408713,56.118460875214595,1.2293793257711705,BY4741,mox
56.911087750126846,43.81715058919322,1.2988313248320404,BY4741,mox
62.32621473853156,49.67063386415643,1.2547900014520998,BY4741,mox
69.76489383245344,56.91840056314603,1.2257001802967977,BY4741,mox
53.710589921202704,47.97996885619084,1.1194377820916914,BY4741,mox
81.28703855356265,65.89768706394104,1.2335340157643047,BY4741,mox
55.357588155994954,51.61969747086344,1.0724120998043694,BY4741,mox
47.799562321599794,40.32037523596023,1.1854939851593733,BY4741,mox
74.4161941233629,66.64011774804014,1.1166876145796043,BY4741,mox
69.1054021439625,54.35537204963339,1.2713628761635638,BY4741,mox
54.51107743311476,43.923202615646595,1.2410542534914448,BY4741,mox
72.05297607458847,57.83785734210829,1.2457753344560882,BY4741,mox
64.31620745507435,59.36884109853199,1.0833327089597626,BY4741,mox
69.22102748289677,54.52763376809445,1.2694669234556042,BY4741,mox
84.92411924532993,69.55811725380816,1.2209088255717633,BY4741,mox
52.36601891678964,46.20237407782019,1.1334053706544998,BY4741,mox
66.58399574838104,49.71844234973806,1.339221274874309,BY4741,mox
58.43129868267838,51.933906052471656,1.1251088763406714,BY4741,mox
61.40610254005535,56.58983744907404,1.0851083040363128,BY4741,mox
80.59505400857547,62.02226797851566,1.2994535129946132,BY4741,mox
76.2327907685236,58.53330070445752,1.3023832562156914,BY4741,mox
64.09272477294796,54.01252909265375,1.1866269891380667,BY4741,mox
66.9558948364662,61.55427282679873,1.087753810769019,BY4741,mox
60.83571901148253,58.072591866214935,1.0475805721162432,BY4741,mox
56.71008524512627,26.377428638713745,2.149947442636382,BY4741,mox
48.668019458513086,42.72175136843016,1.1391859626447103,cdc24,phi
72.376105791389,46.897205954741544,1.5432924908412673,cdc24,phi
71.42630484813563,59.702931538300824,1.1963617699796532,cdc24,phi
41.73130900730532,37.91750702052104,1.1005815594553787,cdc24,phi
59.686768712222225,55.06109410882973,1.0840098562925344,cdc24,phi
56.13041888108953,52.224681067285225,1.0747872027934884,cdc24,phi
72.97745467730543,61.88769524631311,1.1791916694725029,cdc24,phi
59.59746381012192,47.10165813789848,1.2652943901813338,cdc24,phi
48.96437774895181,46.840330755311065,1.045346541311515,cdc24,phi
65.34343059997131,54.70735668463299,1.1944176169331526,cdc24,phi
73.47422740633561,65.94199820457918,1.114225067587251,cdc24,phi
53.26018922252041,48.89108133486637,1.0893641083069734,cdc24,phi
66.97134021247501,48.04769208473852,1.393851344500837,cdc24,phi
58.10781828366587,48.2621300220768,1.204004428670788,cdc24,phi
52.36712617511527,43.66653995987553,1.199250644159912,cdc24,phi
62.14389548908322,49.22578804605318,1.262425609742286,cdc24,phi
59.87250712474579,51.125613777210575,1.1710863244723366,cdc24,phi
50.627301948697514,42.019914323949955,1.2048406752662424,cdc24,phi
68.83862602517684,62.36332237418049,1.1038319224262054,cdc24,phi
56.23162942914044,50.23732525645569,1.1193197317350103,cdc24,phi
57.0725467952262,47.929219860311406,1.190767280618437,cdc24,phi
60.98105092384238,50.432139034975954,1.2091704236766656,cdc24,phi
55.805045911172,52.58982703162381,1.0611376583842875,cdc24,phi
80.50791314476285,65.6807172681418,1.22574655840144,cdc24,phi
64.65566020068216,58.515662451193926,1.1049291333685134,cdc24,phi
62.624651235946935,55.11666212469714,1.136219952766072,cdc24,phi
68.90436470744622,65.52927316105442,1.0515050966321065,cdc24,phi
55.95306011584904,47.91948313480461,1.1676474046776504,cdc24,phi
26.687236500887153,23.199160638910232,1.1503535371933513,cdc24,phi
50.521968626243634,36.621102685188056,1.379586220015106,cdc24,phi
43.36533043431879,37.53404373322278,1.155359937835169,cdc24,phi
61.572280343194386,55.79202920376413,1.1036035294274666,cdc24,phi
53.26454658370788,42.78218215286324,1.2450170585827187,cdc24,phi
55.15054478898758,48.51617036372905,1.1367456329615502,cdc24,phi
37.01063608487132,33.459515318703076,1.1061318651015621,cdc24,phi
73.12439270044378,58.126651940490795,1.2580183144783128,cdc24,phi
44.2317742642712,38.845158292339335,1.13866891547702,cdc24,phi
64.77388332677481,52.53463186520285,1.2329749162985726,cdc24,phi
38.10755107212292,35.97987702171627,1.059135111804925,cdc24,phi
55.1311884588084,44.847771207064746,1.2292960603162313,cdc24,phi
40.646492137233054,38.62004127331371,1.0524714836418265,cdc24,phi
67.36295517866442,58.499034975928176,1.1515225030016933,cdc24,phi
63.30057448778636,52.73627789975806,1.2003231363447584,cdc24,phi
67.07386364187019,59.21804402182972,1.1326592215228277,cdc24,phi
51.23516070341166,43.297651681399735,1.1833242384695382,cdc24,phi
50.31294947933686,42.91342915970438,1.1724290149849086,cdc24,phi
58.987385193517895,54.86427866075971,1.0751510205438486,cdc24,phi
50.15342238396337,44.76509912182718,1.1203688446544482,cdc24,phi
68.89901384356443,59.3463521891234,1.160964596846641,cdc24,phi
46.05201843913644,40.26666133103697,1.143676106159817,cdc24,phi
55.29408748424639,52.945425110371445,1.0443600626301301,cdc24,phi
57.21996574756179,41.92550783335992,1.364800778919418,cdc24,phi
74.23804265176767,63.07725613372042,1.1769383641924274,cdc24,phi
61.09514941589046,52.75571077420198,1.1580765099987345,cdc24,phi
64.52956157003177,53.40083608261206,1.2083998361037527,cdc24,phi
78.33171386630704,55.73638257722181,1.4053964438359412,cdc24,phi
41.19789990526186,40.391682884251686,1.0199599760010127,cdc24,phi
52.62907937376545,46.16340184774642,1.1400606815620689,cdc24,phi
31.649137034665983,30.68597226233136,1.031387787360968,cdc24,phi
57.84931379467819,47.61202110191436,1.2150148734675792,cdc24,phi
68.34543771220878,63.67472853242655,1.0733526359268835,cdc24,phi
43.426457421036254,38.823185336113426,1.1185701802948367,cdc24,phi
71.32577567105771,64.56882141269224,1.1046473221987176,cdc24,phi
75.73714066894401,57.2563495072122,1.3227727810241188,cdc24,phi
59.34636343255043,54.154523534814714,1.095870844369963,cdc24,phi
74.02955253710955,66.92172512501978,1.10621106074016,cdc24,phi
41.7354983923581,37.57535200826783,1.1107147681058291,cdc24,phi
65.30907265661693,58.19112815652543,1.1223200980215626,cdc24,phi
70.81442898039988,61.93044857955845,1.1434509293022268,cdc24,phi
54.27798099917627,44.1215757792808,1.2301913528814818,cdc24,phi
45.86266405925971,41.422693433008035,1.1071869127349803,cdc24,phi
52.63379514604425,50.69912536072289,1.038159825668712,cdc24,phi
58.08270786985561,49.08324090715017,1.183351115296758,cdc24,phi
46.10063156800665,39.36638379522486,1.1710659482418257,cdc24,phi
42.54397225071958,32.108910511536564,1.3249895923884976,cdc24,phi
60.97931524459465,49.68592577653803,1.2272955427830516,cdc24,phi
68.17455735381895,58.1301867507784,1.1727909570651096,cdc24,phi
49.568968436797306,46.30280783907091,1.0705391476274657,cdc24,phi
56.55603800122641,46.28307918698334,1.2219592774443633,cdc24,phi
82.02296541102507,72.54668855821288,1.130623148225549,cdc24,phi
47.12688928014955,47.05164192198016,1.0015992504213596,cdc24,phi
77.04220774676045,72.71038657286564,1.0595763738589636,cdc24,phi
36.26764631244795,35.691368082938894,1.0161461513094683,cdc24,phi
66.96137093860314,58.42884392824193,1.1460327885460173,cdc24,phi
47.574390542760376,43.95700135554373,1.0822938115809493,cdc24,phi
66.73421339553536,59.705734737779565,1.1177186527998364,cdc24,phi
65.46521424183506,58.26421613539225,1.1235921219588605,cdc24,phi
64.68094865345809,62.133283141546606,1.0410032334217334,cdc24,phi
49.98593666824789,47.08402942618363,1.0616325169580854,cdc24,phi
42.314500359795126,38.97336911934999,1.085728570968895,cdc24,phi
67.8143539491748,61.32315546551036,1.1058523233905544,cdc24,phi
68.21568068022866,64.18044765595333,1.062873245227373,cdc24,phi
70.3552194471203,62.89922183942811,1.1185387893466503,cdc24,phi
52.22283374054568,41.745393521966854,1.2509843442502342,cdc24,phi
51.80136459073809,47.365939857071034,1.093641649401472,cdc24,phi
69.53728507770545,67.98437305399212,1.0228421908440641,cdc24,phi
49.05235352150001,45.214150609385406,1.084889417591268,cdc24,phi
51.971084683379665,49.45621289190493,1.0508504724567451,cdc24,phi
58.99694866613001,54.624496093174585,1.0800456367688447,cdc24,phi
79.03018024033267,66.44073763171555,1.1894837874678792,cdc24,phi
74.08672816855876,58.65176029518948,1.2631629092747831,cdc24,phi
64.66004560612478,49.12608830249824,1.3162058661779628,cdc24,phi
56.796270822369486,49.09459623475662,1.1568741812395322,cdc24,phi
66.20930549407196,49.98820919791451,1.324498447862665,cdc24,phi
53.28952911439194,47.61873611362101,1.1190874320401973,cdc24,phi
118.19057819146768,97.65049805544398,1.2103428097659212,cdc24,phi
44.622018492323114,44.08928474887974,1.0120830661344968,cdc24,phi
71.60986275441773,53.577747159228856,1.3365597949013952,cdc24,phi
68.71112383691734,58.34278830201991,1.1777140900641263,cdc24,phi
57.745257333711415,57.624256560699976,1.0020998235852983,cdc24,phi
54.085916306565274,44.45818194178315,1.2165570867785236,cdc24,phi
61.40766120782738,54.39048585367346,1.12901475771024,cdc24,phi
80.95865911565085,70.20926418323668,1.153105078901834,cdc24,phi
65.73519454733777,51.88437513685021,1.2669555019975598,cdc24,phi
65.32726784330593,51.04206349608538,1.279871215400924,cdc24,phi
40.47496324188713,38.56084784535854,1.049638830665882,cdc24,phi
82.1610577360396,69.6420979417323,1.179761382329142,cdc24,phi
66.95456316421478,47.758137504112945,1.4019508855103202,cdc24,phi
52.04364400487942,50.07927234486821,1.039225243659366,cdc24,phi
69.10636747901609,62.791465630648744,1.1005694290608343,cdc24,phi
75.79033077432774,73.33556223137492,1.0334730991112877,cdc24,phi
56.21701124712942,47.72093030172289,1.178036783685665,cdc24,phi
44.09873193633186,40.92409418007548,1.0775738063324565,cdc24,phi
78.33794735126759,72.73420978472996,1.0770440427293142,cdc24,phi
54.214111743934055,47.60371453768885,1.1388630544999092,cdc24,phi
83.11349464285827,80.13930409759045,1.0371127573262424,cdc24,phi
72.40903102124341,65.9408276377068,1.0980910251699345,cdc24,phi
57.57075326520339,47.25664219881892,1.2182573832264842,cdc24,phi
60.01990404303952,47.658622864574966,1.2593713463687342,cdc24,phi
84.91531372977519,75.94970642945188,1.1180466353566656,cdc24,phi
69.84593476772167,49.662662897551456,1.4064073630486964,cdc24,phi
65.58969344180241,61.63019129897296,1.0642461439657325,cdc24,phi
53.66554488904852,49.615231724571935,1.0816344703771819,cdc24,phi
56.67578015885835,45.324745486709205,1.2504379131147612,cdc24,phi
59.69436341232131,52.700800290728154,1.1327031673715124,cdc24,phi
70.50961107768514,61.21996492957596,1.1517421017603566,cdc24,phi
57.948208815731576,44.34454041394919,1.3067721138790551,cdc24,phi
60.59762507153175,49.88887104643288,1.214652161904645,cdc24,phi
64.12386095391469,60.640702454391175,1.0574392834935125,cdc24,phi
47.5029985748,41.73742318871671,1.1381392272353306,cdc24,phi
67.59649478626838,55.4375528232937,1.219326816277968,cdc24,phi
53.14009840481101,50.66661172020255,1.0488188690861717,cdc24,phi
49.47341582770393,43.542970732044544,1.1361975307599994,cdc24,phi
69.90619575434313,54.75122636584911,1.2767968937760066,cdc24,phi
51.334250132186305,41.58845728017186,1.2343388884651163,cdc24,phi
68.83499349242958,45.1042218217556,1.5261319387008614,cdc24,phi
73.45584002425812,66.00201222052907,1.112933341771823,cdc24,phi
57.68441044103125,48.417596760323114,1.191393507748448,cdc24,phi
76.01997996159271,50.38496975207362,1.5087828837778365,cdc24,phi
51.40353618953465,42.45033161070334,1.2109101210548345,cdc24,phi
63.6535639599327,45.15761681682217,1.4095864318557305,cdc24,phi
78.34318592944248,69.505069122074,1.1271578737925692,cdc24,phi
43.12969084389733,41.24643256429477,1.045658694886326,cdc24,phi
64.10331553052971,57.12788412030982,1.122102043820314,cdc24,phi
65.0722714956485,47.818083721854535,1.360829762107514,cdc24,phi
63.540477562540254,50.292260264095496,1.2634245752502575,cdc24,phi
45.873994727376385,37.974295606156886,1.2080275353399497,cdc24,phi
63.837409545694214,50.50231019687628,1.264049293920078,cdc24,phi
70.47703506605345,48.8678399050596,1.4421966512736428,cdc24,phi
48.90946497747722,42.75977898296309,1.1438194055438025,cdc24,phi
39.286168773240824,37.41632857646135,1.0499739089301185,cdc24,phi
81.08282413044572,68.84869104635398,1.1776959430623717,cdc24,phi
56.33258605196534,45.80028193150549,1.2299615564858521,cdc24,phi
48.49378159838081,37.59299747556744,1.2899684743122184,cdc24,phi
41.2393383729402,38.771842438580904,1.0636414412925592,cdc24,phi
67.52751290573012,59.172120592077995,1.1412048821311087,cdc24,phi
77.95746029524894,65.90936268449077,1.182797968604743,cdc24,phi
47.875408680901565,42.11469399937895,1.1367863359426893,cdc24,phi
70.28738654472707,57.53070608810073,1.2217369005882035,cdc24,phi
36.62125795932115,32.583685823547725,1.123913916849012,cdc24,phi
70.13205150013908,60.18989206278848,1.1651798848048973,cdc24,phi
81.59266286639803,76.80439820429191,1.0623436258086394,cdc24,phi
60.60913227583267,54.89471909139833,1.1040976851510977,cdc24,phi
49.92408969828659,47.04732019972026,1.0611462987977673,cdc24,phi
68.3029294826497,58.54559802492762,1.1666620853982497,cdc24,phi
65.92725450824398,53.58393453795806,1.2303548643211726,cdc24,phi
50.97426291445355,46.17481193703771,1.103940888464477,cdc24,phi
61.32911354371324,45.356056150676395,1.3521703328872574,cdc24,phi
60.02479712962598,53.21591782129988,1.1279481701544725,cdc24,phi
50.663051408978816,43.61017230538557,1.161725550043797,cdc24,phi
59.692311804424286,51.16252920630999,1.1667193301511432,cdc24,phi
57.20807009367634,50.94976628285476,1.1228328266724077,cdc24,phi
78.76861604583408,76.25116104106489,1.03301530062491,cdc24,phi
45.70947769572597,44.52033310154484,1.0267101459341927,cdc24,phi
64.94539035639824,57.79378368967877,1.1237435275932046,cdc24,phi
41.475733279200576,38.89199626018626,1.066433643614722,cdc24,phi
64.32655327063472,58.531150796840826,1.0990139847738427,cdc24,phi
38.14924168597362,34.717428619250306,1.0988498631151624,cdc24,phi
74.83297843125177,66.8647442630157,1.119169440578321,cdc24,phi
72.41509493390129,67.33068996089605,1.075513929471956,cdc24,phi
44.06513753211695,37.21081848758917,1.1842023186567068,cdc24,phi
72.5811944957116,56.580535960806074,1.282794396751373,cdc24,phi
62.84313387833026,58.895533405372255,1.0670271622431375,cdc24,phi
71.0085051311173,64.50146675420504,1.1008820218260857,cdc24,phi
86.30763820194737,81.0582038083694,1.0647612967835831,cdc24,phi
67.7682141862422,57.30071774063214,1.1826765328314122,cdc24,phi
48.043798410871,43.93057540376923,1.093630073571694,cdc24,phi
52.57531176893142,46.7371447397322,1.1249149271251069,cdc24,phi
39.39611026843493,38.08283203145793,1.0344847840069293,cdc24,phi
78.61996465956499,76.44164643694528,1.0284964848895104,cdc24,phi
54.814994380451445,44.18705909990197,1.240521444446459,cdc24,phi
85.49034540928663,62.605112162051064,1.3655489537020231,cdc24,phi
64.11771603742969,39.96572401495223,1.6043176401218595,cdc24,phi
48.672671671573504,44.02744778599341,1.1055074531723799,cdc24,phi
61.15379537892829,50.25643513495888,1.2168351220038904,cdc24,phi
73.68610011138165,64.60531816709491,1.1405578085816441,cdc24,phi
60.77141492889491,54.234932903166055,1.120521620952301,cdc24,phi
57.09452946838477,54.69936729482162,1.0437877491462302,cdc24,phi
38.873761894011515,35.4923513040641,1.0952715293776611,cdc24,phi
81.15795204364039,75.03085121771204,1.0816610864262988,cdc24,phi
65.3170850935086,57.5377831888237,1.135203365050671,cdc24,phi
66.74793989825592,59.71847545048166,1.1177100452539694,cdc24,phi
53.65593641227093,46.923779864491976,1.143470039438858,cdc24,phi
61.71273473373142,54.98276175817403,1.1224015084065304,cdc24,phi
49.15555198303975,42.64853671373477,1.1525730018120275,cdc24,phi
54.95707174277871,50.244302703233366,1.0937970831714232,cdc24,phi
75.2897148378168,61.20760445387556,1.2300712551910629,cdc24,phi
72.9194355713297,63.07844748194455,1.1560118944303759,cdc24,phi
65.25012943601912,51.790901327269175,1.2598763057568827,cdc24,phi
67.12248032856678,53.013142134263944,1.2661479328761303,cdc24,phi
47.15803502300639,46.134703865422665,1.0221813747969173,cdc24,phi
69.5660614354502,63.674712841050834,1.0925225781403325,cdc24,phi
46.376104859307446,44.080498882171625,1.0520775861287786,cdc24,phi
57.61232236659588,56.00035971712904,1.028784862411764,cdc24,phi
78.36308096122494,69.99962859353913,1.1194785248968842,cdc24,phi
59.085735586167154,44.82515456463594,1.3181379107342077,cdc24,phi
56.46726430779525,48.80358709804376,1.1570310230343432,cdc24,phi
34.191021599496636,33.101093750242306,1.0329272457725465,cdc24,phi
70.31344410359333,48.045775099504546,1.4634677858348966,cdc24,phi
73.75861918904822,59.08318670810881,1.2483859334372243,cdc24,phi
33.9409796993932,33.52297226970986,1.012469283043289,cdc24,phi
58.09839247416471,55.4695158353609,1.04739317802244,cdc24,phi
87.47003276978123,78.92614621066133,1.1082516627166294,cdc24,phi
46.16882382293328,39.246577983926194,1.1763783288785625,cdc24,phi
60.037004934939176,53.7590322139598,1.1167798686552464,cdc24,phi
56.355128198223255,29.638052966151392,1.901445019434459,cdc24,phi
73.74746674409654,70.67186389070105,1.0435194812203075,cdc24,phi
28.365085286787497,27.670742341783455,1.0250930364074682,cdc24,phi
55.45413982988913,18.087268415149634,3.065921208060447,cdc24,phi
66.77956365149322,35.48381709907063,1.8819723781419861,cdc24,phi
69.62345120413674,60.52019008225646,1.1504169287886823,cdc24,phi
53.70310982824735,49.534103161750416,1.084164371622583,cdc24,phi
68.36491347711566,52.310188084859064,1.3069139297723833,cdc24,phi
58.145818140254526,49.121852334643485,1.1837057312931751,cdc24,phi
35.98759280471226,34.58504604823064,1.0405535604759841,cdc24,phi
63.570013329322975,50.98489637651112,1.2468401006422336,cdc24,phi
73.02922725574861,61.83208455402156,1.181089523060545,cdc24,phi
45.00977984579838,38.3777118774322,1.1728104059342352,cdc24,phi
75.74144862755139,68.21625885407981,1.110313727253331,cdc24,phi
53.37788398431394,47.17936344306423,1.131382029957442,cdc24,phi
46.349390692836,35.19782967733264,1.3168252451282516,cdc24,phi
74.95123100583044,61.25748917299539,1.223543962015207,cdc24,phi
68.33469681096958,58.3382041650508,1.1713541372928902,cdc24,phi
55.735543621482385,45.852944757203225,1.2155281174766133,cdc24,phi
64.7469774497042,56.838566215938314,1.139138119771013,cdc24,phi
51.205656146112226,49.448489921457245,1.0355352858590023,cdc24,phi
61.57583191491239,52.006089897258725,1.1840119500727566,cdc24,phi
58.755950975814734,49.22849917495856,1.1935352887154964,cdc24,phi
36.395085401808025,32.11430695066893,1.1332981732320997,cdc24,phi
71.2633343788441,57.717890749594424,1.2346836215483994,cdc24,phi
43.402947819894386,40.05931717578317,1.0834669904491663,cdc24,phi
77.34986235886655,60.69947341233634,1.2743086226370168,cdc24,phi
51.86832644301714,46.3668018651939,1.1186522329881254,cdc24,phi
61.569009662523726,59.17532065301264,1.040450799135454,cdc24,phi
62.850086758067846,50.695140080986754,1.2397655210669754,cdc24,phi
74.33912307065795,58.368470965896016,1.2736177912574305,cdc24,phi
47.255372567259634,35.594751601067095,1.3275938289127704,cdc24,phi
53.50848389985416,45.41275031595015,1.178270056924092,cdc24,phi
70.11383677996807,57.251667180439746,1.2246601755542017,cdc24,phi
59.60668116598496,48.0854902385156,1.239598075642392,cdc24,phi
63.07580919077354,50.90325091918562,1.239131254915588,cdc24,phi
82.2905930184136,75.47741872446582,1.090267717273422,cdc24,phi
76.86828987363391,72.55560326653044,1.059439745697668,cdc24,phi
54.6143830364373,48.8824241978664,1.1172601181841773,cdc24,phi
64.98549425598692,56.02927183312438,1.1598489883919505,cdc24,phi
35.072102883362824,30.96137499410695,1.1327695520640892,cdc24,phi
68.29035360664133,54.366712712359885,1.2561059920607633,cdc24,phi
