Gene ID,Vector_1,Vector_2,Vector_3,EGFP_1,EGFP_2,EGFP_3,PolyD_1,PolyD_2,PolyD_3,PolyE_1,PolyE_2,PolyE_3
15S_rRNA,0.249921,0.1115,0.434409,0.484036,0.356922,0.14982,0.110607,0.015297,0.050131,0.730373,0.806719,0.050467
21S_rRNA,0.604152,0.370812,1.071807,1.335357,0.916121,0.515379,0.225641,0.196873,0.209343,1.466362,1.373505,0.071494
ERCC-00002,0,0,0,0,0,0,0,0,0,0,0,0
ERCC-00003,0,0,0,0,0,0,0,0,0,0,0,0
ERCC-00004,0,0,0,0,0,0,0,0,0,0,0,0
ERCC-00009,0,0,0,0,0,0,0,0,0,0,0,0
ERCC-00012,0,0,0,0,0,0,0,0,0,0,0,0
ERCC-00013,0,0,0,0,0,0,0,0,0,0,0,0
ERCC-00014,0,0,0,0,0,0,0,0,0,0,0,0
ERCC-00016,0,0,0,0,0,0,0,0,0,0,0,0
ERCC-00017,0,0,0,0,0,0,0,0,0,0,0,0
ERCC-00019,0,0,0,0,0,0,0,0,0,0,0,0
ERCC-00022,0,0,0,0,0,0,0,0,0,0,0,0
ERCC-00024,0,0,0,0,0,0,0,0,0,0,0,0
ERCC-00025,0,0,0,0,0,0,0,0,0,0,0,0
ERCC-00028,0,0,0,0,0,0,0,0,0,0,0,0
ERCC-00031,0,0,0,0,0,0,0,0,0,0,0,0
ERCC-00033,0,0,0,0,0,0,0,0,0,0,0,0
ERCC-00034,0,0,0,0,0,0,0,0,0,0,0,0
ERCC-00035,0,0,0,0,0,0,0,0,0,0,0,0
ERCC-00039,0,0,0,0,0,0,0,0,0,0,0,0
ERCC-00040,0,0,0,0,0,0,0,0,0,0,0,0
ERCC-00041,0,0,0,0,0,0,0,0,0,0,0,0
ERCC-00042,0,0,0,0,0,0,0,0,0,0,0,0
ERCC-00043,0,0,0,0,0,0,0,0,0,0,0,0
ERCC-00044,0,0,0,0,0,0,0,0,0,0,0,0
ERCC-00046,0,0,0,0,0,0,0,0,0,0,0,0
ERCC-00048,0,0,0,0,0,0,0,0,0,0,0,0
ERCC-00051,0,0,0,0,0,0,0,0,0,0,0,0
ERCC-00053,0,0,0,0,0,0,0,0,0,0,0,0
ERCC-00054,0,0,0,0,0,0,0,0,0,0,0,0
ERCC-00057,0,0,0,0,0,0,0,0,0,0,0,0
ERCC-00058,0,0,0,0,0,0,0,0,0,0,0,0
ERCC-00059,0,0,0,0,0,0,0,0,0,0,0,0
ERCC-00060,0,0,0,0,0,0,0,0,0,0,0,0
ERCC-00061,0,0,0,0,0,0,0,0,0,0,0,0
ERCC-00062,0,0,0,0,0,0,0,0,0,0,0,0
ERCC-00067,0,0,0,0,0,0,0,0,0,0,0,0
ERCC-00069,0,0,0,0,0,0,0,0,0,0,0,0
ERCC-00071,0,0,0,0,0,0,0,0,0,0,0,0
ERCC-00073,0,0,0,0,0,0,0,0,0,0,0,0
ERCC-00074,0,0,0,0,0,0,0,0,0,0,0,0
ERCC-00075,0,0,0,0,0,0,0,0,0,0,0,0
ERCC-00076,0,0,0,0,0,0,0,0,0,0,0,0
ERCC-00077,0,0,0,0,0,0,0,0,0,0,0,0
ERCC-00078,0,0,0,0,0,0,0,0,0,0,0,0
ERCC-00079,0,0,0,0,0,0,0,0,0,0,0,0
ERCC-00081,0,0,0,0,0,0,0,0,0,0,0,0
ERCC-00083,0,0,0,0,0,0,0,0,0,0,0,0
ERCC-00084,0,0,0,0,0,0,0,0,0,0,0,0
ERCC-00085,0,0,0,0,0,0,0,0,0,0,0,0
ERCC-00086,0,0,0,0,0,0,0,0,0,0,0,0
ERCC-00092,0,0,0,0,0,0,0,0,0,0,0,0
ERCC-00095,0,0,0,0,0,0,0,0,0,0,0,0
ERCC-00096,0,0,0,0,0,0,0,0,0,0,0,0
ERCC-00097,0,0,0,0,0,0,0,0,0,0,0,0
ERCC-00098,0,0,0,0,0,0,0,0,0,0,0,0
ERCC-00099,0,0,0,0,0,0,0,0,0,0,0,0
ERCC-00104,0,0,0,0,0,0,0,0,0,0,0,0
ERCC-00108,0,0,0,0,0,0,0,0,0,0,0,0
ERCC-00109,0,0,0,0,0,0,0,0,0,0,0,0
ERCC-00111,0,0,0,0,0,0,0,0,0,0,0,0
ERCC-00112,0,0,0,0,0,0,0,0,0,0,0,0
ERCC-00113,0,0,0,0,0,0,0,0,0,0,0,0
ERCC-00116,0,0,0,0,0,0,0,0,0,0,0,0
ERCC-00117,0,0,0,0,0,0,0,0,0,0,0,0
ERCC-00120,0,0,0,0,0,0,0,0,0,0,0,0
ERCC-00123,0,0,0,0,0,0,0,0,0,0,0,0
ERCC-00126,0,0,0,0,0,0,0,0,0,0,0,0
ERCC-00130,0,0,0,0,0,0,0,0,0,0,0,0
ERCC-00131,0,0,0,0,0,0,0,0,0,0,0,0
ERCC-00134,0,0,0,0,0,0,0,0,0,0,0,0
ERCC-00136,0,0,0,0,0,0,0,0,0,0,0,0
ERCC-00137,0,0,0,0,0,0,0,0,0,0,0,0
ERCC-00138,0,0,0,0,0,0,0,0,0,0,0,0
ERCC-00142,0,0,0,0,0,0,0,0,0,0,0,0
ERCC-00143,0,0,0,0,0,0,0,0,0,0,0,0
ERCC-00144,0,0,0,0,0,0,0,0,0,0,0,0
ERCC-00145,0,0,0,0,0,0,0,0,0,0,0,0
ERCC-00147,0,0,0,0,0,0,0,0,0,0,0,0
ERCC-00148,0,0,0,0,0,0,0,0,0,0,0,0
ERCC-00150,0,0,0,0,0,0,0,0,0,0,0,0
ERCC-00154,0,0,0,0,0,0,0,0,0,0,0,0
ERCC-00156,0,0,0,0,0,0,0,0,0,0,0,0
ERCC-00157,0,0,0,0,0,0,0,0,0,0,0,0
ERCC-00158,0,0,0,0,0,0,0,0,0,0,0,0
ERCC-00160,0,0,0,0,0,0,0,0,0,0,0,0
ERCC-00162,0,0,0,0,0,0,0,0,0,0,0,0
ERCC-00163,0,0,0,0,0,0,0,0,0,0,0,0
ERCC-00164,0,0,0,0,0,0,0,0,0,0,0,0
ERCC-00165,0,0,0,0,0,0,0,0,0,0,0,0
ERCC-00168,0,0,0,0,0,0,0,0,0,0,0,0
ERCC-00170,0,0,0,0,0,0,0,0,0,0,0,0
ERCC-00171,0,0,0,0,0,0,0,0,0,0,0,0
GFP,0,0,0.070291,177812.8281,167654.9375,173479.4063,123924.25,127886.8281,131558.8438,122779.7734,119358.5391,123083.5469
HRA1,7.105524,8.432059,7.49081,6.928054,6.618681,5.279117,4.006625,5.032013,6.233195,5.386988,5.818523,4.240902
ICR1,10.31291,8.152954,11.052338,6.833418,5.768549,5.987857,6.671316,6.013674,6.792203,6.028507,6.498618,7.177447
LSR1,3.617088,4.017042,5.480898,3.876932,3.33674,2.244185,2.302387,2.85653,2.085362,5.750309,6.15826,3.180529
mCherry,0,0,0,0,0,0,0,0,0,0,0,0
MOX,0,0.014465,0,547.123047,829.88739,661.501648,1012.837708,618.001831,731.723938,455.859406,441.677521,450.085052
mSca,0,0,0,0,0,0,0,0,0,0,0,0
NME1,2.735908,3.438918,4.960442,4.566413,4.751011,3.224096,5.024848,6.105683,6.061844,8.209203,5.697529,6.68154
PWR1,0,0,0,0,0,0,0,0,0,0,0,0.567432
Q0010,0,0,0,0,0,0,0,0,0,0,0,0
Q0017,0,0,0,0,0,0,0,0,0,0,0,0
Q0032,0,0,0,0,0,0,0,0,0,0,0,0
Q0045,0,0,0,0,0,0.125157,0,0,0.068825,0,0,0
Q0050,0.08389,0.04295,0.168543,0.266942,0.249567,0.129624,0.010312,0.162161,0.041174,0.086282,0.108166,0.017385
Q0055,0.033936,0.020295,0.136322,0.198035,0.136514,0.071718,0.039845,0.0815,0,0.127794,0.172881,0
Q0060,0,0,0,0,0,0,0,0,0,0,0,0
Q0065,0.035046,0,0,0,0,0,0,0,0.037277,0.085803,0,0
Q0070,0,0.046091,0.213783,0.290061,0.321661,0.078353,0.046514,0,0,0.180395,0.323664,0
Q0075,0,0,0,0,0,0,0,0,0,0,0,0
Q0080,0,0,0,0,0,0,0,0,0,0,0,0
Q0085,0,0.026077,0,0.222266,0,0,0.05817,0.124433,0.06628,0.168397,0.050004,0.111667
Q0092,0,0,0,0,0,0,0,0,0,0,0,0
Q0105,0,0,0,0,0.039945,0.133039,0,0.189594,0.131503,0,0,0
Q0110,0,0,0,0,0,0,0,0.038152,0,0,0,0
Q0115,0,0,0,0,0,0,0,0,0,0,0,0
Q0120,0.066708,0.052316,0.192058,0.05518,0.087008,0.027147,0,0.038365,0,0,0.090725,0
Q0130,0.906263,0.413228,1.1434,0.70035,1.281145,0.513199,0,0,0.335704,0.914943,0.270789,0
Q0140,0,0,0,0,0,0,0,0,0,0,0,0
Q0142,0,0,0,0,0,0,0,0,0,0,0,0
Q0143,0,0,0,0,0,0,0,0,0,0,0,0
Q0144,0,0,0,0,0,0,0,0,0,0,0,0
Q0160,0.076806,0,0.178404,0,0.066088,0,0,0,0,0,0,0
Q0182,0,0,0,0,0,0,0,0,0,0,0,0
Q0250,0.027929,0.103622,0.161121,0.143894,0.031417,0.02308,0.061206,0.033049,0.368665,0.327777,0.490931,0
Q0255,0,0,0.029436,0,0,0,0,0,0,0,0,0
Q0275,0.099348,0,0.097577,0.041323,0.202328,0.098331,0,0,0,0.171499,0.097213,0
Q0297,0,0,0,0,0,0.126326,0,0,0,0,0,0
RDN18-1,274.07547,251.51329,532.12854,1013.28833,592.216492,409.838715,213.169922,179.536057,185.180923,1445.453979,1482.39856,143.166092
RDN18-2,270.576416,250.138016,528.869995,1007.127441,588.166199,407.326752,209.4142,178.200424,183.984512,1437.274536,1547.13562,141.996246
RDN25-1,341.3638,329.733978,644.776306,918.074219,587.671753,490.073029,243.023499,211.761215,237.891083,1149.785034,1204.53064,186.88942
RDN25-2,337.813446,327.797791,641.014893,913.93512,583.835022,491.467285,240.208633,210.067062,236.168427,1145.461792,1237.415649,185.425629
RDN37-1,3.836614,0,0,3.443045,2.300838,0,0,0,0,0,54.792103,0
RDN37-2,5.021443,0,0,5.384557,3.618415,0,2.342636,0,0,0,2.90585,0
RDN5-1,3.241335,3.215477,3.884074,3.67063,7.555352,3.482965,57.293495,42.740265,50.47694,39.787857,46.895496,53.902737
RDN5-2,2.925539,2.311879,2.799997,4.318996,9.441402,4.112388,46.383801,45.877743,47.783215,45.586361,53.375618,59.867332
RDN5-3,2.098629,2.454119,2.832195,2.448316,2.531601,1.925722,3.828935,4.026361,3.985603,4.663963,6.456955,5.259272
RDN5-4,1.975861,1.426164,1.882036,4.180798,3.755968,3.410999,3.645564,7.922184,6.011274,9.20699,7.893325,7.487089
RDN5-5,2.244514,1.761962,1.933046,2.664928,2.500615,3.192059,4.328742,4.066379,4.301353,4.791069,6.363458,5.121053
RDN5-6,1.051088,1.821604,1.266872,1.299571,2.577584,1.465797,4.636933,5.343898,6.095986,6.645123,8.197386,5.437869
RDN58-1,14.739678,68.813019,85.502388,44.662247,34.266487,39.795315,22.433657,21.304682,19.937555,191.534851,29.572674,31.525021
RDN58-2,28.231827,90.540962,117.536766,51.66993,37.890335,53.529232,11.715959,30.771067,27.714445,212.776642,156.301331,47.411224
RNA170,6.419988,6.011712,5.801569,5.910015,5.773456,4.804026,6.572417,7.454613,5.803163,5.787769,6.813334,5.070945
RPM1,0,0,0,0,0,0,0,0,0,0,0,0
RPR1,5.065533,4.536312,4.958992,2.568364,2.040446,1.95544,2.090352,1.933656,2.664059,9.096598,2.893781,5.549378
RUF20,18.844189,14.833729,22.66651,10.820678,12.231785,9.393044,18.467392,17.46501,16.174608,13.549526,15.667847,15.39922
RUF21,2.592827,1.268402,2.967815,2.033345,3.055452,1.195673,4.391022,4.337271,3.955556,3.867763,3.115039,4.833352
RUF22,0.171727,0.12474,0.184554,0.297889,0.310384,0.399597,0.936855,0.698801,0.351348,0.308017,0.307701,0.518265
RUF23,0.795968,1.190065,0.264889,1.169117,0.204787,0.753634,0.96922,0.533451,1.488239,0.519833,0.313872,0.382808
RUF5-1,302.260193,243.470093,213.829697,358.565338,280.231506,427.206665,391.061371,392.229797,400.721527,252.812485,253.672043,265.489258
RUF5-2,421.176971,351.251953,287.963776,479.89389,365.351257,633.787537,484.284302,498.986298,515.220642,333.254883,338.184906,338.364624
SCR1,12.330586,10.964979,21.430187,19.166428,17.084743,7.089221,7.400362,6.081992,6.349291,51.166164,43.610878,6.565732
snR10,11.684793,21.181465,38.059586,8.840281,4.002528,11.509625,8.035091,12.102345,12.707777,10.836424,9.510337,7.013559
snR11,27.979759,18.544445,35.935654,8.419534,10.68636,9.474683,17.496735,16.003105,18.409307,22.097788,15.27916,18.437542
snR128,13.699718,14.068068,11.326801,2.991967,3.410045,2.627903,6.139572,3.70278,3.093537,12.018306,4.547844,7.290845
snR13,11.80993,13.903575,12.290105,0.854793,2.444112,3.637917,6.494011,2.97784,4.757461,10.760964,2.439185,7.799666
snR14,5.287201,4.877254,6.590627,4.764648,3.979871,3.449337,4.965473,5.68473,6.148786,3.673443,6.549597,4.802376
snR161,8.045469,10.630793,7.918353,2.669381,3.695507,2.534756,3.785031,5.740444,6.765528,5.759276,2.512454,7.427981
snR17a,3.326476,0,6.412346,8.476208,6.059488,0,4.723903,3.122207,4.316029,19.219639,15.889178,3.250963
snR17b,2.653042,2.486964,1.405787,1.746236,1.442263,1.08761,2.597997,1.540589,2.573204,3.599357,3.691371,1.475396
snR18,15.978014,13.69802,13.631467,12.059724,10.012913,14.075733,15.791562,11.602282,10.985038,10.34016,9.891493,11.813333
snR189,3.832,4.964261,3.979401,0.519947,2.037105,2.580657,2.042959,0.827501,2.173398,4.574937,1.428989,2.630486
snR19,2.545961,4.28968,5.775872,5.52614,4.126415,2.651928,2.50244,3.217468,2.542656,6.131149,5.736555,3.455212
snR190,2.699524,2.442039,2.075985,3.196994,3.917758,1.124716,2.353765,0.771304,2.112119,11.439883,9.742413,2.363016
snR191,2.894771,2.089537,2.061197,0.350036,1.223986,1.415979,0.914869,0.839094,0.627689,1.637252,1.89349,0.950506
snR24,15.935053,11.911036,9.718093,7.326496,8.056849,7.747572,10.138118,8.430069,11.531355,8.471282,8.351336,8.059374
snR3,8.315592,4.259155,9.928679,3.298082,3.732616,2.168662,5.026129,2.243911,4.544786,3.06391,4.321889,4.177429
snR30,25.940147,28.768583,34.371502,6.42203,9.329739,6.636354,11.355096,13.293001,9.84201,18.831825,12.654166,14.349157
snR31,44.13567,41.805405,42.156662,26.788954,30.323879,40.223377,33.925377,30.270508,35.689545,34.308392,33.149738,34.023754
snR32,6.361307,5.091358,8.103579,2.210081,2.176805,3.200907,4.076587,3.12758,4.595177,6.978164,4.223652,5.962116
snR33,127.506546,98.649246,131.761963,43.32304,42.192112,66.640694,58.867229,50.298561,54.875912,56.050358,55.837994,54.784664
snR34,8.172602,9.329111,17.881636,3.444641,3.499552,4.526767,5.222657,2.920776,3.934809,9.991354,2.895303,4.35969
snR35,7.394372,9.935901,9.780375,2.275003,3.524312,4.109615,6.295924,5.135764,3.678407,9.625497,5.763424,6.851479
snR36,14.428006,15.238749,25.633039,9.184963,9.281379,11.334925,13.612868,9.138441,12.380399,11.290306,5.806409,11.146967
snR37,15.387544,11.40164,25.794619,6.282927,4.149754,4.080063,8.696692,5.009609,4.043208,25.191174,6.602852,17.691628
snR38,7.44125,6.819479,5.894902,7.164158,7.595499,6.750454,5.870818,5.543271,4.970485,3.416763,4.105602,5.916378
snR39,30.491455,25.693354,20.905985,16.485216,13.82661,14.964646,9.345644,13.11884,10.550759,12.530491,17.107834,18.027611
snR39B,10.812181,10.419494,10.523221,2.769209,2.44938,2.085939,4.199898,3.98902,4.434836,6.499682,3.835419,4.655502
snR4,177.393112,147.618362,200.086853,31.537355,31.848799,32.278545,55.997639,36.59301,54.015583,67.869926,39.828808,54.085342
snR40,5.987966,4.156387,3.38047,1.256412,1.474066,1.407328,5.235695,3.140485,6.786178,2.067814,3.522757,3.678449
snR41,10.659711,9.399305,11.987266,9.463374,11.298242,10.463853,16.186718,12.662024,14.933007,11.85974,11.836528,14.074944
snR42,14.233157,8.821856,15.736098,4.835317,4.83219,3.910838,8.018432,5.54268,5.808435,9.541537,4.506311,10.212196
snR43,15.193577,13.420422,15.88074,6.336293,7.761873,7.52757,10.691411,8.155589,9.587072,13.280101,9.347344,11.156262
snR44,133.710953,112.635353,86.7817,35.135513,35.775928,27.84067,63.865112,50.09219,38.90543,72.615486,53.716766,59.73716
snR45,11.299295,10.857141,21.936279,2.669568,2.245351,3.933728,9.184546,5.510204,5.764441,15.117318,4.636517,8.138707
snR46,38.237049,30.816771,42.652214,11.738904,15.275749,11.759805,22.866619,23.780312,24.694269,31.054537,28.213612,27.71434
snR47,72.884758,71.807426,56.784515,11.473722,8.87731,10.322034,27.258249,24.87598,16.435989,26.763157,14.456504,24.64315
snR48,5.522624,2.507491,3.202847,1.910184,2.957384,2.502412,3.820502,4.086242,3.45849,3.615416,1.549969,4.666771
snR49,40.924114,31.326712,59.581299,5.732093,8.320244,8.976313,16.770153,12.364462,12.605854,23.48864,14.878757,17.700993
snR5,10.86552,8.683178,15.813876,2.973386,4.515125,4.229362,6.975284,5.050973,7.046935,8.508552,4.534503,5.89187
snR50,10.167449,6.171282,6.158477,2.333973,1.947628,2.317378,3.531502,3.61164,4.757506,5.325824,0.6923,4.101094
snR51,12.427852,11.221008,14.829464,3.70573,6.071076,4.840376,9.740466,4.91486,11.17972,9.182135,6.380177,7.888355
snR52,0.240325,0.10507,0.228369,0.317181,0.74869,0.872438,0.630566,0.665888,0.573067,1.218418,0.346624,1.028763
snR53,0.979148,1.867049,0.884133,0.669626,0.326258,1.396352,1.071682,1.261044,1.963089,0.586935,0.309114,1.885826
snR54,10.500227,5.657761,7.673699,5.51877,4.888402,5.072313,3.894258,2.486227,3.178329,1.843185,3.271661,3.296597
snR55,2.497982,2.537842,2.325083,1.572005,0.46049,0.499583,2.216389,2.334719,2.794868,1.0409,2.310356,4.2459
snR56,5.957537,4.178706,6.27002,1.394662,1.641017,1.72738,4.584259,5.105145,4.4352,5.142091,4.178518,4.013005
snR57,9.309783,7.350494,8.552352,4.01331,2.323874,3.037204,5.898788,4.996882,4.490958,6.900404,4.421034,8.481699
snR58,20.995676,22.292723,20.415934,9.337976,9.802466,7.67339,13.271209,14.029139,12.578032,14.226711,11.148521,12.358528
snR59,8.628934,8.736941,12.390493,5.190784,3.109018,3.926629,4.714108,4.056396,3.035101,3.873433,4.012909,2.819318
snR6,0.481964,0.613141,0.477905,0.210732,0.254481,0.226357,0.395088,0.188762,0.866058,0.032747,0,0.465839
snR60,50.354195,40.630486,44.995377,7.200815,9.053257,6.360849,17.259155,17.211056,16.189213,17.869137,16.204327,17.487383
snR61,18.367361,14.631622,16.983055,3.068256,3.694687,3.967597,5.984835,5.195508,9.898912,9.260973,3.175314,6.740934
snR62,16.429039,13.726293,20.314638,6.878902,8.567188,5.806331,10.514392,9.155627,8.056766,9.918869,7.754036,3.913048
snR63,121.849251,97.618828,93.416878,14.422866,14.228581,13.168478,35.525837,37.896076,28.55809,47.343159,32.496426,38.970257
snR64,9.290847,12.001255,9.821491,2.555641,3.02656,2.891189,4.501266,5.00227,4.300178,8.597336,3.084507,8.984544
snR65,4.322383,5.380965,4.244514,2.347323,2.087762,2.395612,8.398485,9.398273,6.771983,5.219613,5.129291,5.573128
snR66,15.022492,18.730995,16.755041,8.118479,7.404411,8.929659,13.782696,10.433771,11.386035,15.339885,9.12471,12.918145
snR67,8.409627,4.506567,6.612893,2.349731,2.35488,3.183084,3.451455,3.463002,5.26535,3.832648,3.338517,4.435471
snR68,21.279446,9.728596,21.142384,5.955711,5.085628,6.77045,10.39356,10.574187,11.723982,7.316883,8.684817,9.343502
snR69,12.426581,10.236657,11.493076,9.61074,9.874535,8.758931,12.912228,11.712399,13.726615,9.564195,11.075077,12.045566
snR7-L,3.796204,1.543331,4.602542,1.233172,1.246672,1.158973,1.925408,0.792066,0.277944,0.632402,2.452675,1.641235
snR7-S,3.947606,2.368201,1.523198,3.321616,3.116572,0.429243,0.769992,0.393853,0.481261,5.82636,3.013958,0.263659
snR70,10.187746,7.880968,13.381349,8.536745,8.788077,8.912761,14.441327,11.978414,15.897486,10.997546,14.788496,12.550515
snR71,54.955357,43.959763,47.917187,7.239614,7.339232,5.80189,10.69184,13.688463,15.292565,10.274689,4.3773,11.59661
snR72,4.038641,5.870943,4.660374,5.296212,3.208884,3.702363,9.090173,8.1143,7.30192,5.873486,3.709586,7.257628
snR73,1.699846,1.498033,2.104408,0.658659,0.267977,0.595711,1.801655,0.760191,0.409222,1.702582,0.667686,1.470518
snR74,0.930299,0.819264,1.02037,0.565667,0.237516,0.20178,1.967964,0.442264,1.52978,1.245147,1.009088,1.646361
snR75,1.613648,0.640354,0.770028,0,0.886013,0.522425,1.448663,1.133727,0.879949,1.032832,1.24581,0.276155
snR76,10.70682,8.245634,6.239199,2.236183,2.370798,2.547161,4.587163,4.677007,2.953794,5.518393,7.122797,4.294096
snR77,3.377145,4.579184,5.354813,1.933509,2.22401,2.053962,4.073763,2.702724,4.211258,5.431236,3.947153,5.688766
snR78,0.052659,0.37036,0.569236,0,0.027301,0.127415,0.686765,0.499814,0.55305,1.05921,0.702075,0.460927
snR79,4.882482,6.674421,3.480818,0.178803,0.308205,0.937199,2.182008,1.570154,2.080978,2.824466,1.150589,1.455266
snR8,14.443238,18.413862,20.159563,2.744153,4.810316,6.114629,6.374436,6.132496,6.94925,16.516769,5.820143,15.822394
snR80,23.031277,20.127741,17.639946,4.197161,3.383555,3.552776,5.413174,4.189486,4.293984,8.638428,5.94179,5.301617
snR81,2.345664,5.733917,3.638542,1.16035,0.271784,1.324615,2.034977,2.500431,1.300037,3.773775,2.053957,3.311152
snR82,12.390544,12.019134,11.890903,5.649101,7.577456,8.386204,10.992897,10.523144,9.898297,9.676499,7.810346,9.231163
snR83,16.319109,12.009953,18.592154,6.305078,7.596131,5.719651,10.913815,9.360807,7.961518,13.571134,9.491473,8.507544
snR84,14.647247,11.681039,14.193552,9.87951,8.675365,7.035861,11.524562,11.07123,11.717071,10.045195,9.035634,9.957566
snR85,9.863891,9.142335,9.062778,3.416702,2.848798,4.226837,8.510545,4.356671,5.971766,8.860957,5.428231,7.108328
snR86,38.722851,31.088863,41.173168,20.286283,13.875028,14.097018,18.471069,18.039217,18.559717,18.55592,16.498598,16.737165
snR87,76.206833,71.337761,60.654922,17.109953,13.17231,10.148152,24.368015,24.376862,22.693491,21.341709,13.511933,19.674519
snR9,27.723368,29.807972,33.800797,17.695169,18.467791,19.651945,28.561382,25.903755,25.099209,33.936146,21.222012,30.314716
SRG1,68.158936,67.406898,126.572365,41.123692,39.766804,33.094883,51.426693,45.67062,51.15583,48.629353,37.277664,44.35268
tA(AGC)D,0,0,0,0,0,0,0,0,0,0,0,0.014767
tA(AGC)F,0,0,0.726372,0.214563,0.14316,0.175753,0.283081,0.421247,0.276968,0.144448,0.245303,0
tA(AGC)G,0,0,0.143904,0,0,0,0.015385,0,0,0,0,0
tA(AGC)H,0,0,0,0.443823,0.136653,0.10264,0,0,0.241909,0,0,0
tA(AGC)J,0,0,0,0,0,0,0.870781,0,0,0,0,0.014767
tA(AGC)K1,0.068215,0,0,0,0.139906,0,0.286158,0,0.312028,0,0,0.575904
tA(AGC)K2,0,0.143451,0,0.082298,0.149667,0.255896,0,0,0.336569,0.166429,0.174737,0
tA(AGC)L,0.482963,0.394491,0.356334,0.158718,0,0.175753,0.224618,0.069987,0.084619,0,0.178097,0.082707
tA(AGC)M1,0,0,0,0,0,0,0,0,0,0.229232,0,0
tA(AGC)M2,0,0,0,0,0,0,0,0,0,0,0,0.203781
tA(AGC)P,0.248303,0.273109,0.472827,0.041149,0.611684,0.198249,0.292312,0,0.168285,0.499286,0.658623,0
tA(UGC)A,0.210103,0.800016,0.818882,0.687778,1.275426,0.541319,1.049245,0.536431,1.125403,0.254353,0.218421,0.124041
tA(UGC)E,0,0.322765,0.322071,0.34095,0.566365,0.600372,0.941552,0,0.802858,0,0,0.383936
tA(UGC)G,0,0,0,0,0,0.10264,0.20308,0,0.070119,0,0,0
tA(UGC)L,0.177359,0,0.250119,0,0.211487,0.044993,0,0,0.182308,0,0,0.159481
tA(UGC)O,0.714894,0.441388,0.743503,1.842894,2.661476,1.896726,1.723101,1.609293,2.299889,2.48701,1.572629,2.061442
tA(UGC)Q,0,0,0,0,0,0,0,0,0,0,0,0
tC(GCA)B,0.370711,0.282496,0.396021,1.019176,0.122057,0.96795,0.134147,0.640646,1.119706,0.280172,1.032318,0
tC(GCA)G,0.28495,0.145444,0,0.268204,0.475031,0.661456,0.842319,0,0.828227,1.292614,0,0.790515
tC(GCA)P1,0.655661,0.117474,0,0.485748,0.2804,0.496092,0.155985,0.377047,0.024882,0.213313,0.173756,0.485089
tC(GCA)P2,0.691626,0.54821,0.750356,2.354237,1.273347,1.030674,1.553611,1.665011,1.269,0.649491,1.819333,1.607979
tC(GCA)Q,0,0,0,0,0,0,0,0,0,0,0,0
tD(GUC)B,0,0.054803,0,0.214563,0,0.037064,0.171584,0.240242,0,0.170332,0,0
tD(GUC)D,0,0.322703,0,0,0.475031,0.10264,0,0,0,0.471199,0.245303,0
tD(GUC)G1,0.304315,0.307669,0,0.074501,0,0.578774,0,0,0.103084,0.05094,0,0
tD(GUC)G2,0.760788,0.181805,1.01437,1.054937,1.002844,1.826132,0.642658,1.017692,2.680185,0.719534,1.689867,0.679723
tD(GUC)I1,0.17429,0.173413,0.225802,0.140062,0,0,0.170024,0,0.142185,0.229232,0,0.065876
tD(GUC)I2,0.152158,0.069925,0.055582,0.327805,0,0.1283,0.497592,0.166835,0.088866,0.19421,0.143093,0.044916
tD(GUC)J1,0,0.069925,0,0.047683,0.0893,0.041742,0,0,0,0,0.21464,0
tD(GUC)J2,0,0.223759,0.500237,0.163903,0,0,0,0,0.035546,0.022286,0,0
tD(GUC)J3,0.152158,0.049821,0,0,0.075873,0.118321,0,0,0.255933,0.20217,0,0
tD(GUC)J4,0,0.056726,0,0,0,0,0,0,0,0,0,0.216437
tD(GUC)K,0,0,0.17022,0.277144,0.346377,0.283685,0.087352,0,0,0,0,0.161696
tD(GUC)L1,0,0,0,0,0,0,0,0,0,0,0,0
tD(GUC)L2,0,0.187399,0.191063,0,0,0.039915,0,0.176845,0,0.05094,0.095396,0
tD(GUC)M,0.102361,0.047898,0.295279,0,0.095666,0.067001,0,0.096764,0,0.662226,0.402025,0
tD(GUC)N,10.296063,13.701161,12.06206,16.2358,10.992622,8.54223,6.798664,2.975957,4.8447,4.239178,5.766354,5.755777
tD(GUC)O,1.145332,1.155158,1.198485,0.742032,0.465135,0.719904,0.739369,0.34368,0.93842,1.28943,1.625134,1.392384
tD(GUC)Q,0,0,0,0,0,0,0,0,0,0,0,0
tE(CUC)D,0,0,0,0,0,0,0.001455,0,0,0,0,0
tE(CUC)I,0,0,0,0,0,0,0,0,0,0.133719,0,0.170679
tE(UUC)B,0.157691,0,0,0,0.188033,0,0,0,0,0,0.231675,0
tE(UUC)C,0.071929,0.148241,0.250119,0.512568,0,0.293664,0,0.266936,0.255933,0.079594,0.177163,0.607858
tE(UUC)E1,0.163224,0.251729,1.688301,0.488728,0.303492,0.057022,0.271414,0.296966,0.37679,0.375686,0.388397,0.059888
tE(UUC)E2,0,0.296481,0,0.196683,0,0,0,0.437107,0.206168,0.362951,0,0.170679
tE(UUC)E3,0,0,0,0,0,0.079831,0,0,0,0,0,0
tE(UUC)G1,1.161931,1.188722,0.899732,0.169863,0.329883,0.641498,1.079417,0.75743,0.792681,0.40434,0.943736,0.73961
tE(UUC)G2,0.168757,0,0.218854,0,0.237516,0.10264,0.224618,0,0.202614,0,0.207826,0.059888
