Gene ID,Vector_1,Vector_2,Vector_3,EGFP_1,EGFP_2,EGFP_3,PolyI_1,PolyI_2,PolyI_3
YAL068C,0.103238,0,0.113994,0,0.059305,0,0,0,0.096686
YAL067C,4.104074,2.443479,7.566964,0.672608,0.731897,1.242708,2.993706,2.889676,2.551134
YAL066W,0.448933,0.164934,0.693864,0,0.073808,0,0.301442,0.545409,0.155137
YAL065C,1.62645,1.514574,1.679253,2.130846,2.853328,3.126107,4.021806,3.670112,5.052544
YAL064W-B,1.266454,1.697525,1.231693,1.865402,1.692579,2.715263,2.299866,2.638139,2.736014
YAL064C-A,1.058594,2.590939,1.806944,1.469749,3.426002,4.743878,2.13267,2.636244,3.449928
YAL064W,1.307654,0.578126,0.95229,0.142548,0.105451,0.132757,0.457955,0.144229,0.229777
YAL063C-A,11.133484,5.099833,4.133516,1.623866,2.359256,1.725023,5.864717,4.615324,5.834779
YAL063C,3.903026,4.019633,2.722001,4.007252,5.353012,5.220161,9.683548,8.921452,9.12942
YAL062W,41.508347,59.271862,23.098597,57.422421,47.753101,41.474491,71.09713,63.490456,53.80637
YAL061W,32.898727,39.385815,20.707031,61.956455,61.33865,38.529739,94.078339,83.540947,81.534088
YAL060W,283.506378,321.579834,80.742775,241.434052,273.27478,282.111603,228.430069,228.324844,290.176971
YAL059C-A,0.231311,0.714303,0.356331,0,0,0.073731,0.202971,0.075634,0
YAL059W,21.881479,12.983367,46.942822,6.81581,9.863759,16.45616,17.823002,15.608243,15.203106
YAL058W,24.872677,36.349861,20.321941,35.26561,23.860477,29.226984,37.076923,37.871403,30.026052
YAL056C-A,2.825143,2.0156,1.477822,1.253671,1.402223,1.019279,1.278618,2.027827,1.080257
YAL056W,8.252197,6.09633,7.084274,8.817578,12.682232,13.501171,19.178082,16.779007,16.168962
YAL055W,8.517834,8.703129,8.524968,1.089452,2.365804,4.385315,3.279054,3.332802,2.783649
YAL054C,53.226768,55.136646,27.771648,22.305717,26.039045,21.562262,53.13636,52.119137,46.451805
YAL053W,120.189484,103.522873,99.939278,312.472443,370.747528,441.157166,184.777313,156.666168,146.884735
YAL051W,2.452143,2.333791,4.282908,3.34024,6.270589,6.079758,11.748119,9.671522,10.413578
YAL049C,41.112869,22.286417,31.179636,30.912874,39.069302,38.315804,70.68235,85.346992,83.142769
YAL048C,4.729668,4.621365,6.31565,4.492099,8.759287,7.33303,12.000934,10.614808,11.662497
YAL047W-A,1.07663,0.941419,0.558043,0.109718,0.345287,0.724081,0.230134,0.1976,0.052545
YAL047C,2.053503,1.812724,2.882549,0.765491,1.497496,1.369005,2.24237,1.708637,2.088988
YAL046C,54.873943,72.501442,65.884445,34.728493,39.072598,33.136841,43.906223,53.530117,55.656448
YAL045C,42.768246,39.359333,30.278255,20.947145,26.705633,23.536819,24.277462,29.109686,26.211761
YAL044W-A,57.327591,46.677299,52.392033,32.757935,35.802505,27.695839,41.265549,40.886322,41.145092
YAL044C,439.081177,285.997375,152.916779,132.450653,160.086395,188.117966,267.460022,379.564819,418.167389
YAL043C,23.330345,39.768612,19.807203,41.583118,39.971214,34.289768,63.559418,58.088631,56.460091
YAL042C-A,19.775078,40.222878,24.888229,38.565277,33.30547,33.09053,47.425293,46.016872,43.546154
YAL042W,393.376648,553.427734,326.224274,494.943939,440.587067,476.118988,560.529236,562.082764,506.683014
YAL041W,6.139759,3.071259,7.144388,6.891002,7.814608,9.956863,16.79533,14.738586,15.279749
YAL040C,30.814224,19.760939,28.202835,60.352348,67.984909,85.554413,63.993996,62.682835,58.394806
YAL039C,31.838446,25.767172,18.561546,40.299599,40.647743,33.933556,91.677666,77.68354,73.237213
YAL038W,5151.963379,4973.055664,5166.803223,7759.900879,7811.774414,6329.637207,6276.194824,6018.84668,6833.594238
YAL037C-B,1425.668457,897.33606,1081.91272,1606.882812,1605.977417,1283.889282,1310.323364,1499.544556,1447.426636
YAL037C-A,27.000479,18.632181,18.772699,43.479553,23.799017,19.493338,27.812498,44.673729,17.276926
YAL037W,5.946113,4.251364,4.732475,2.785942,4.160059,4.64152,4.825676,4.858575,5.721722
YAL036C,30.793785,18.219496,49.398605,17.681889,31.355129,34.181805,58.444653,52.870403,54.629658
YAL035W,17.984037,17.977463,21.636145,17.374788,23.266003,30.461582,61.147377,51.785782,52.222778
YAL034C-B,0.884616,0.67566,1.125893,0.725318,0.906437,0.708995,1.705258,2.194787,1.494372
YAL034W-A,2.429928,1.415904,3.955673,1.407795,1.538219,2.182269,1.189682,1.468323,1.506419
YAL034C,10.772519,6.764118,8.729882,5.852636,10.938751,11.460176,17.529583,23.000673,16.626961
YAL033W,28.327911,17.530142,37.137962,15.521844,14.697279,16.337984,16.124685,19.981499,21.514124
YAL032C,5.718989,5.89023,5.658402,2.907428,3.940024,4.608519,4.467794,5.35108,5.123557
YAL031W-A,1.771549,1.689286,1.178674,1.157106,1.007316,0.988043,1.97315,2.004146,1.685974
YAL031C,4.939257,4.935184,4.04853,4.530869,6.350939,5.529748,10.628562,9.898109,9.417338
YAL030W,117.663109,121.174843,90.367256,110.216637,109.873177,82.025826,126.344818,127.500748,135.430496
YAL029C,5.444408,7.205571,8.204536,7.653484,9.255298,11.36821,13.394424,10.233733,11.3343
YAL028W,2.945861,1.983388,2.183715,1.876981,2.448292,2.375056,3.986124,4.682667,4.579477
YAL027W,4.995087,2.742487,9.1529,1.694424,4.324412,3.109632,6.957423,3.983447,4.963035
YAL026C-A,7.478669,3.957854,6.094618,3.196777,3.279238,5.132059,6.889696,2.616714,6.587759
YAL026C,8.113573,3.632623,7.99926,6.050058,9.406344,11.410393,15.332367,13.687598,12.985586
HRA1,0.553881,0.875335,2.73246,0.754554,1.04563,2.785951,3.641547,2.136556,5.4635
YAL025C,12.048189,4.647285,27.131054,4.911519,7.709361,13.498139,10.239265,5.315327,9.832641
YAL024C,0.921467,0.532359,1.217758,0.382454,0.820276,1.378787,2.045308,1.831184,1.780598
YAL023C,253.26091,317.736389,185.710846,856.921204,553.148926,529.420593,337.596832,294.618805,241.325104
YAL022C,135.237045,178.743576,97.926491,177.763855,135.558014,150.419632,137.435196,126.714256,117.045784
YAL021C,29.517616,41.578552,34.145557,57.404118,56.18298,59.282566,82.283493,76.324432,80.330421
YAL020C,72.657394,102.942886,34.78746,144.896896,128.824127,119.69593,277.224915,207.643005,193.923447
YAL019W-A,2.553525,3.090103,1.49986,6.352341,6.242029,6.920875,19.30323,10.002902,13.975756
YAL019W,1.294642,1.094759,2.808729,0.87693,1.815256,2.300763,3.222755,2.867847,3.162443
YAL018C,0.96854,0.473736,0.48595,0.574757,0.17043,0.440244,5.836043,6.466629,4.068951
YAL017W,11.89826,5.946626,7.699177,6.915651,10.488031,11.263755,16.243341,14.646775,15.666252
YAL016C-B,9.709976,1.429173,1.996794,4.171687,3.885905,3.461372,5.569501,5.616784,6.412115
YAL016C-A,6.8753,12.043837,14.576942,25.291277,27.932762,25.072884,40.860153,35.561161,39.753746
YAL016W,42.305252,31.308807,48.18029,63.398907,77.415398,73.581253,128.140015,113.526962,116.5933
YAL015C,11.279478,10.205931,10.814183,10.471502,10.497976,10.57935,14.093122,12.280908,9.582814
YAL014C,45.905003,36.712173,44.041016,20.588655,36.52985,31.685781,62.230572,73.604332,72.600288
YAL013W,8.368504,10.049397,6.456305,11.35894,12.005829,10.335296,18.598825,19.274805,16.974792
YAL012W,887.47937,977.257935,1005.942139,777.725769,634.934814,614.193481,1098.070923,1100.515259,945.274414
YAL011W,4.036941,3.26947,3.102575,3.666412,2.963956,4.275657,2.994292,3.23962,2.523967
YAL010C,3.4956,3.062966,5.356835,3.327552,5.205826,5.739384,5.834476,6.238044,6.56977
YAL009W,23.700043,19.18965,20.484184,10.342312,12.962287,13.606977,23.092232,28.114645,25.710581
YAL008W,48.57066,27.735277,26.004549,34.94643,57.898968,49.989841,68.298203,71.503456,75.19268
YAL007C,117.972969,50.664207,156.69545,93.872391,124.159554,115.323944,99.869293,121.167267,115.122475
tP(UGG)A,0,0,0,0,0,0,0,0,0
YAL005C,450.710846,395.883118,443.106995,536.158875,504.820831,400.341675,2885.47583,2855.618164,3158.392822
YAL004W,0,0.014357,0,0.004208,0.165687,0,1.143204,15.179745,1.037167
YAL003W,723.826172,329.667999,1308.974976,355.554718,458.569519,535.088318,838.556458,1004.914307,1042.486816
snR18,3.935889,3.151214,8.656581,2.152189,5.65046,9.781285,13.892191,9.733327,11.26257
YAL002W,8.104915,4.928612,6.518626,6.424329,10.22477,9.572105,14.39096,13.470241,12.863667
YAL001C,1.798494,1.035987,2.228234,1.007819,1.239099,2.207394,2.381016,2.008583,2.021103
YAR002W,10.583206,7.618399,17.838577,5.49072,8.146258,7.976688,8.232606,8.586959,8.687175
YAR002C-A,1153.666504,1079.093018,1041.505127,1339.016479,1488.19751,1281.366333,984.246643,930.944824,934.714478
YAR003W,25.881784,27.237083,29.139578,18.286182,28.980211,35.358383,32.689804,33.877735,31.47954
YAR007C,9.925188,6.366528,14.283296,8.612184,9.937106,15.575754,25.769922,23.358582,26.679251
YAR008W,6.186852,3.81933,10.088205,4.527779,6.044802,8.884455,5.684577,4.635704,5.436466
YAR009C,10.920339,11.601548,13.864344,2.311932,2.417733,3.14774,7.07382,5.492249,5.220089
YAR010C,7.816599,12.436766,11.347001,14.681301,19.391327,18.343506,26.400587,20.377384,20.659496
tA(UGC)A,0.899087,0.686244,0.822483,0,0.090514,0,0.550722,0.654957,0.603906
YAR014C,6.342777,4.980621,7.611624,4.287804,5.397198,7.856308,12.003124,10.289917,9.343406
YAR015W,236.091583,220.766296,127.67395,108.825226,129.988785,170.939316,182.948975,196.286789,193.570297
YAR018C,9.805998,8.204733,10.757139,4.147284,3.770958,5.847782,8.702416,9.642328,9.027666
YAR019C,4.62999,2.441728,4.430918,3.611264,5.672614,6.011853,9.826221,9.565526,8.634562
YAR019W-A,0.278252,0.139774,0.508488,0.253467,0.331442,0.432198,0.585282,0.455026,0.928624
YAR020C,11.274106,5.079558,4.16792,4.451782,4.618165,4.472947,6.740895,7.127739,7.465993
YAR023C,3.66125,1.794804,3.915978,1.407877,4.13977,5.58919,7.902655,7.015532,5.517778
tS(AGA)A,0.313093,0.197756,0.581316,0.141997,0.272931,0.283756,0.62493,0.253306,0.140931
YAR027W,76.687012,52.752029,75.464386,55.747231,90.235741,64.057281,97.481224,100.778252,103.512222
YAR028W,22.744434,16.071396,24.909863,14.03234,25.641018,25.899151,26.112276,24.727886,22.869156
YAR029W,8.209644,5.421,6.759512,3.958185,4.956572,4.620121,6.346104,7.786414,6.622296
YAR030C,9.092027,6.153753,5.731893,2.805314,3.075401,3.706408,3.827723,6.082893,4.848548
YAR031W,15.299326,12.583712,14.813096,9.636421,14.240197,15.991382,24.640318,23.675261,22.256721
YAR033W,24.939554,22.629667,29.129118,15.957743,23.13209,27.505308,28.982004,28.818003,28.726076
YAR035W,12.567665,16.253716,6.399351,18.943031,15.782722,17.332676,36.04372,37.319008,31.760757
YAR035C-A,4.309608,4.325691,1.610215,3.771937,3.223505,3.412139,7.742042,8.82467,11.144144
YAR042W,1.722475,2.295705,2.244683,5.608189,6.193844,8.684381,10.625362,7.323286,8.691316
YAR047C,0.832051,1.978284,1.429373,1.343351,2.339295,3.645098,2.354903,2.865719,3.419423
YAR050W,9.253829,10.111653,4.99525,4.853234,4.796251,6.016769,8.882576,6.589082,6.969732
YAR053W,4.730669,1.825175,4.443401,0.298374,0.507388,0.572248,2.117186,2.751275,3.266288
YAR060C,1.168635,0.859664,0.37882,0.370864,0.660372,0.641917,0.272585,0.518671,0.450622
YAR061W,0.561255,0.899232,0.82678,0.369956,0.548886,1.165383,1.010341,0.654181,0.753216
YAR062W,0.817318,1.092896,1.069646,0.475155,0.683831,1.169426,0.659497,0.841022,1.011839
YAR064W,1.544212,2.098424,1.896911,2.141777,1.616713,1.975756,1.298566,1.104433,1.318988
YAR066W,9.21013,16.536303,11.985079,5.142892,5.449504,6.871961,18.635105,15.862702,16.234179
YAR068W,15.964425,11.779463,8.27854,3.461031,3.273503,5.294312,14.443658,16.182791,14.015826
YAR069C,18.863651,12.082203,6.603059,0.29859,0.854397,0.82343,1.236473,1.629933,1.150462
YAR070C,16.416616,9.702078,4.012553,0.885379,0.68633,1.248716,0.74979,0.484248,0.279991
YAR071W,150.349792,140.101532,72.663666,27.954142,16.976461,35.340878,6.397268,5.770697,5.125618
YAR073W,1.603721,1.280036,4.094109,0.10889,0.327545,0.14674,0.442718,0.465948,0.417922
YAR075W,1.529534,0.214371,1.72857,0,0.022709,0.082383,0.28029,0.770512,0.175016
YBL113C,7.247797,6.62687,4.990151,6.452604,7.95213,12.312615,14.85407,12.266719,11.397746
YBL113W-A,0,0,0,0,0,0.001805,0,0,0
YBL112C,2.648861,3.066698,2.879107,4.007343,4.08851,5.569892,8.077273,5.710229,6.10057
YBL111C,3.24807,4.822584,4.393475,2.890539,3.839197,5.29567,4.876138,4.259406,4.336118
YBL109W,4.635954,2.99896,3.373569,1.2398,1.857218,2.4032,1.185094,1.176819,0.463589
YBL108C-A,0.253465,0.079015,0.230949,0.09879,0.161649,0.189685,0.081935,0.157226,0.064518
YBL108W,0.174567,0.062456,0.053693,0,0,0.033391,0.039785,0.072114,0
YBL107W-A,0.444593,0.291227,0.233751,0.348927,0.37419,0.298347,0.711478,0.376379,0.785101
tL(UAA)B1,0,0.193047,0,0.048082,0.220758,0,0,0,0
YBL107C,27.167418,14.924912,31.459049,12.347689,15.595729,19.166616,26.81617,22.374874,32.567234
YBL106C,9.43131,8.794347,7.030051,22.16897,22.962923,21.764027,18.16349,15.679148,15.10888
YBL105C,3.446081,4.371215,3.608075,4.499294,5.579049,6.180151,9.232533,7.799627,7.567848
YBL104C,1.991208,1.938927,2.582023,2.125942,2.332845,2.717673,3.68289,4.02557,3.902908
YBL103C,3.996922,2.416263,5.870895,1.556705,3.651056,5.02156,7.489923,4.956646,5.495887
YBL102W,75.280106,38.798496,72.890396,46.198895,43.98999,52.709564,63.763931,69.025864,66.338768
YBL101C,3.863919,2.767587,2.791648,2.248219,4.596049,3.826181,9.951998,11.789935,10.686818
YBL100W-C,1.290582,0.808386,2.305638,0.952297,2.348159,2.938849,4.418994,2.767391,4.490551
YBL100W-A,1.234851,0.876634,0.560301,0.551131,0.84088,1.451169,0.829614,0.840695,0.862007
YBL100W-B,1.926329,1.967175,2.92496,1.707708,2.356477,1.502477,2.175854,1.90282,2.18381
tF(GAA)B,0,0,0,0,0,0,0,0,0
YBL100C,60.732243,67.25219,61.327545,117.297348,132.98793,146.262924,110.252129,95.044189,115.152
YBL099W,315.168701,212.646057,184.309525,391.792603,407.71582,490.513611,402.921112,360.303802,387.964081
YBL098W,21.640343,18.344732,17.015848,16.790478,20.694433,22.025192,64.906189,53.503746,54.59124
YBL097W,1.033398,0.720923,0.871907,0.634908,0.434385,0.624411,0.712481,1.116866,0.663937
YBL096C,2.42394,3.106015,1.946752,2.984156,2.975521,2.628953,5.019397,4.782623,3.708135
YBL095W,30.848579,34.258011,13.570799,42.127777,43.945465,27.530733,65.148026,54.518379,47.06562
YBL094C,4.376551,2.238082,2.904372,2.755213,4.19943,2.179208,4.789003,5.96181,4.081008
YBL093C,25.43877,13.813804,29.293076,9.707781,14.409702,18.257647,17.659618,19.040821,17.708239
YBL092W,1180.562866,644.165833,2540.814209,478.234314,641.832153,735.641418,525.706848,637.450256,696.767456
YBL091C-A,58.595371,74.458145,41.679039,24.696543,25.061213,31.873936,32.3923,32.887459,33.103184
YBL091C,67.984596,77.787109,77.302826,84.735847,76.293663,78.394234,106.401665,92.219833,86.070824
YBL090W,20.93367,10.867048,23.769361,10.074428,11.711858,11.535484,14.743852,12.306854,15.267337
YBL089W,57.093475,55.120472,44.438274,36.885899,41.551586,48.855606,50.065651,51.821743,51.759895
YBL088C,2.866304,1.86826,1.952318,1.680126,2.099427,2.855461,3.150174,2.221554,3.466359
YBL087C,1033.403809,954.853821,1895.103394,389.860077,537.290283,629.046143,481.598389,512.206909,540.584412
YBL086C,2.476119,1.113433,3.444984,1.032054,1.917706,1.545134,2.599792,2.840413,2.870211
YBL085W,2.854452,1.093148,3.835458,1.536152,1.988494,2.484752,2.248587,2.702049,2.673289
YBL084C,2.113553,1.427889,2.849944,1.277106,2.921327,2.611457,3.927339,3.024436,3.073617
YBL083C,11.072484,10.037319,6.905092,13.863557,10.055694,12.848788,9.313333,9.311141,7.753742
YBL082C,167.388794,231.519653,141.157745,313.355865,205.36142,256.271667,204.266022,185.875107,153.897903
YBL081W,40.589092,19.10384,37.177441,22.374298,38.244797,53.663433,42.079659,37.691029,39.620037
YBL080C,1.601608,1.10468,2.516189,1.07422,1.874663,1.773191,3.227819,2.860628,3.231274
YBL079W,8.278503,3.920415,7.702598,7.764821,9.516413,13.833492,15.339837,13.55473,12.864494
YBL078C,18.797251,6.402464,14.49461,12.723241,13.090419,9.508956,23.909842,23.208012,29.796957
YBL077W,28.699821,8.350481,13.157545,8.647611,9.435513,13.038886,17.061653,13.175755,14.544065
YBL076C,144.505783,113.751953,156.88974,112.009186,139.854874,182.392731,221.219955,173.725769,174.515213
YBL075C,7.278224,8.074131,5.785054,6.893209,7.215923,8.691284,35.9086,30.392906,26.794491
YBL074C,1.440997,2.90134,2.049336,2.159009,3.967008,4.700183,4.186508,3.52416,3.720771
YBL073W,0.124703,0.371463,0.167003,0.084154,1.159813,1.059708,1.305153,0.338825,0.996916
snR56,7.253642,2.915454,5.363788,2.213807,2.160526,2.175052,0.717446,1.873336,2.040349
YBL072C,1279.374268,1268.331787,2318.052734,696.210571,881.460266,1075.077026,862.479004,846.930664,872.058472
YBL071C-B,4.366772,5.291253,7.113812,4.454011,4.893747,3.165755,9.382918,7.976294,9.037954
YBL071W-A,63.698799,37.241428,61.734482,12.791287,26.885967,25.460985,37.378742,41.865345,37.490879
YBL071C,25.625055,15.658736,25.673256,4.553078,9.591891,13.508451,18.763317,16.951189,14.44197
YBL070C,2.395819,3.3418,2.877752,2.618635,4.135993,5.408573,3.968703,3.18426,4.10448
YBL069W,18.825947,15.912083,20.016205,15.49661,28.058304,35.277454,25.49262,19.502985,28.109755
YBL068W-A,0.005298,0.026033,0.005378,0.023965,0.017113,0.104468,0.00408,0.020092,0.019197
YBL068W,29.50004,23.837215,48.366756,11.357547,25.325706,26.283562,35.409611,35.938129,35.183525
YBL067C,8.131324,5.221699,9.99494,5.386718,9.188266,9.131015,13.208874,11.930407,11.644327
YBL066C,2.028322,1.475055,2.278718,2.655488,4.895863,4.839917,23.765478,20.117622,20.19158
YBL065W,0.209694,0.408107,0.156129,0.124597,0.402852,0.542941,12.83766,9.775408,9.124789
YBL064C,64.934761,44.660622,30.867601,51.576458,54.521461,35.222733,145.564575,157.214981,167.590347
YBL063W,1.161588,0.649365,1.628269,0.702198,0.921588,1.293192,2.006265,2.157921,2.368303
YBL062W,0.61364,0.039162,0.207393,0.056388,0.095801,0.113635,0.324268,0.552359,0.23717
YBL061C,5.486134,3.823622,8.886969,3.536939,5.83137,6.511828,7.863605,6.508741,6.489125
YBL060W,2.413421,1.621682,4.269608,0.747039,2.142717,2.727637,3.832649,3.907596,3.474273
YBL059C-A,25.885044,15.982566,34.691513,12.394437,16.247543,16.579443,22.18355,20.342825,25.108046
YBL059W,14.48534,9.116511,17.471596,3.46735,6.732779,8.890022,12.605056,14.584958,16.029463
YBL058W,33.504704,27.0585,43.498127,22.197222,28.21236,35.834908,79.040108,72.880646,77.588478
YBL057C,67.559494,62.470676,88.973877,36.206772,45.258354,43.035061,63.436848,65.468857,61.007637
YBL056W,66.607498,70.228279,79.577644,112.937775,132.193726,129.478516,177.948563,143.679001,155.767792
YBL055C,25.982941,23.917599,23.656349,25.37108,28.454914,32.840782,32.470005,27.497629,30.167299
YBL054W,4.705884,3.015906,10.842664,2.921863,6.770291,7.981664,8.352686,6.877057,6.403487
YBL053W,0.883461,0.082009,0.175758,0.138743,0.034715,0.13149,0.216979,0.084426,0.16536
YBL052C,1.769497,0.847459,2.193398,0.893873,1.444451,1.435873,2.353256,1.871132,1.917583
YBL051C,2.392729,2.676692,7.424098,3.379852,6.166792,8.079304,6.514243,6.793093,7.307646
YBL050W,51.944565,21.957325,66.550636,26.586439,41.897873,34.6786,55.39603,49.725731,57.045769
YBL049W,19.00993,16.586102,6.120283,18.329494,14.149934,7.676425,29.519592,25.729288,23.264515
YBL048W,11.05303,6.713964,4.44302,8.731798,8.818236,5.888982,11.694026,12.162376,11.359446
YBL047C,65.210258,75.848335,35.101112,94.435059,72.561539,105.869003,64.530869,52.982918,51.777901
YBL046W,3.289614,2.276605,5.981392,1.939872,2.890171,4.345984,4.638132,4.021114,3.304176
YBL045C,33.199417,33.311417,29.834307,77.556999,88.503242,91.555679,116.895012,110.701477,115.184227
YBL044W,2.129368,2.646946,1.695297,1.719713,1.618524,0.779164,0.863931,1.246466,0.539364
YBL043W,3.392439,1.790177,1.748792,0.908879,1.64541,0.661103,2.762043,1.802581,2.221345
YBL042C,38.704948,24.301947,53.165943,92.476974,110.274895,196.6642,90.971718,56.870461,77.048157
YBL041W,94.645622,39.032261,124.432671,34.715034,51.699074,55.847649,134.880173,137.354752,145.733398
YBL040C,204.17984,103.160118,243.776443,156.258743,217.144821,163.572159,174.356232,190.751526,176.88504
YBL039W-B,34.453476,11.751757,24.290331,16.037918,23.868805,16.067282,18.659023,22.387924,22.488424
YBL039C,38.179474,39.173038,82.315796,24.577328,38.299026,61.518764,55.389503,44.421944,46.789043
YBL039C-A,0.00779,0.008831,0.005878,0.005082,0.005432,0.00525,0.00697,0.006196,0.006816
YBL038W,18.096762,7.890914,23.528221,6.23518,11.801705,11.397367,16.852585,16.640793,18.198742
YBL037W,2.16254,1.259982,3.78935,3.026318,3.486094,4.00066,6.287363,6.79921,6.967767
YBL036C,34.679272,14.876617,48.832771,14.611428,17.614567,21.092552,34.347206,30.174299,33.349762
YBL035C,10.76733,9.020589,9.611053,5.383783,5.937094,9.906165,5.424014,5.994078,5.420768
YBL034C,1.199239,0.742735,1.49126,0.960726,1.179155,1.326551,1.971725,1.57642,1.565747
YBL033C,25.959045,18.050486,19.695215,11.731333,22.349535,15.331498,24.663143,25.066435,26.437941
YBL032W,35.075016,17.802299,60.8349,30.385265,36.995903,42.406757,37.672672,36.838772,41.068535
YBL031W,2.998593,1.42707,5.199696,1.042359,1.024861,2.454226,1.670867,1.864764,1.710361
YBL030C,480.494446,254.98288,373.248352,507.482666,558.397949,673.432312,656.243164,606.293152,628.538513
YBL029C-A,74.238426,47.07917,47.399551,20.773596,30.91291,20.973499,20.927853,27.843761,28.428955
YBL029W,9.542022,7.018065,6.244162,4.963327,7.230381,6.739159,13.611172,11.32407,12.154232
YBL028C,44.89592,14.320686,103.642792,12.700498,14.203096,22.886026,20.416218,14.65945,19.059834
YBL027W,1010.828796,562.264893,2133.85498,298.648376,460.640442,563.264771,483.320465,453.821625,517.965271
YBL026W,79.41658,37.104305,121.032936,33.632309,47.504185,45.530659,43.899937,51.367256,57.75774
YBL025W,9.836539,8.693081,12.506275,5.495783,10.690394,7.959715,12.876679,10.557849,13.078283
YBL024W,10.687262,7.360036,21.43729,7.809131,13.894011,18.696806,16.656269,16.609375,16.973091
YBL023C,3.737695,2.550491,4.905166,2.763191,3.622338,4.391819,7.086844,6.462582,6.980342
YBL022C,5.626129,2.872983,7.09315,3.967615,5.733892,6.428896,16.89934,15.934682,17.175806
YBL021C,10.498383,10.136983,18.46142,6.650034,9.908598,15.665024,19.473282,17.506897,22.669838
YBL020W,60.461891,39.058849,64.823364,39.177574,60.293278,76.738579,59.401352,56.833946,53.506367
YBL019W,8.485278,4.752077,6.425406,3.073482,4.068867,3.662659,4.276833,4.781699,5.073425
YBL018C,41.709827,34.094467,59.149132,15.11465,15.137611,21.061487,27.130693,26.069366,26.254549
YBL017C,20.551947,16.632313,13.278406,48.136463,43.58342,47.312614,48.065063,39.052067,35.994568
YBL016W,11.581276,10.054822,13.871567,0.725042,0.589263,0.478391,0.836556,1.530496,1.893607
YBL015W,29.948351,35.70808,25.083895,53.12278,65.905144,42.21756,72.099541,71.263428,76.043457
tI(AAU)B,0,0,0,0,0,0,0,0,0
tG(GCC)B,0,0,0,0,0,0,0,0.164543,0
YBL014C,2.787438,2.165473,4.963245,2.302439,3.036279,4.132438,6.878651,5.479327,5.464516
YBL013W,1.428887,2.540109,1.796312,3.982112,5.468098,4.808954,5.440741,5.846831,5.120519
YBL012C,1.889563,5.938274,4.716453,5.631447,5.298639,7.175031,5.80815,6.900162,6.223209
YBL011W,23.262733,24.176147,18.961613,25.650038,24.801281,29.327812,29.694187,27.419941,25.732576
YBL010C,3.822846,2.501372,5.61509,1.873579,4.69604,5.609568,5.015178,4.201628,4.361856
YBL009W,3.842824,2.56023,8.331103,2.708357,3.993104,6.301531,5.341736,4.236004,5.658768
YBL008W-A,0.399425,0.606893,0.867995,0.79985,0.818836,0.999006,1.179657,0.850049,0.878315
YBL008W,2.846031,3.084625,3.783409,2.939184,4.295615,3.992717,6.759811,5.993044,5.568726
YBL007C,18.780304,21.900175,16.994576,20.778675,24.019022,25.911835,28.308348,25.846333,30.183327
YBL006C,57.545994,42.305099,40.035336,41.221687,40.106659,29.603209,55.195938,51.703121,50.780415
YBL006W-A,0,0,0,0.001029,0.018946,0,0,0.000498,0
YBL005W,9.09445,6.507691,11.705319,6.884448,12.145835,11.330502,16.965513,15.688689,16.744934
YBL005W-A,1.081898,1.334208,1.647885,1.730567,3.352394,3.320305,2.376187,1.57673,3.48226
YBL005W-B,10.524196,11.736946,13.681005,8.409493,8.170144,10.024738,10.96456,9.144892,9.915293
tS(AGA)B,0.032824,0,0.190474,0,0,0.404661,0.207159,0,0.524575
YBL004W,4.710431,1.820791,7.041481,3.312995,6.213997,13.699164,7.504811,5.533583,7.522289
YBL003C,201.397919,81.391235,403.867065,130.848404,178.037857,222.885941,88.155289,98.473061,144.031143
YBL002W,891.812256,470.444672,1067.243408,384.10083,582.96521,778.67511,230.925278,259.505432,332.226959
YBL001C,201.083633,97.698502,190.896866,108.387421,121.576492,99.546555,126.01609,112.4786,149.622528
YBR001C,6.916707,6.915718,4.815832,7.387163,7.877034,8.05781,13.038391,12.94588,13.429195
YBR002C,11.990587,5.974378,19.94401,8.905221,17.301718,17.217119,18.068886,15.708131,16.445374
YBR003W,15.181716,5.933763,11.095116,9.526059,17.369455,14.313381,19.683441,20.533899,20.726639
YBR004C,52.436668,31.396881,50.553619,37.116734,97.368462,112.458405,55.927681,50.228451,53.195351
YBR005W,50.468079,64.130508,36.030365,96.047882,175.878036,103.378532,117.835999,131.031921,125.009598
YBR006W,45.636013,24.061918,20.954367,29.851814,51.551529,34.006268,68.509903,65.227943,75.706566
YBR007C,3.924963,3.041478,3.385103,1.534863,2.114783,2.681633,3.957115,3.923632,3.623867
YBR008C,26.315865,19.358536,14.390944,10.33246,16.953976,18.344131,47.583012,45.846912,38.040894
YBR009C,168.124054,60.608521,274.720245,107.424652,137.267441,206.933411,112.92218,117.6866,147.654953
YBR010W,229.985443,101.207535,417.220856,127.008942,177.492584,248.171768,129.265564,131.73201,183.896423
YBR011C,1021.40271,1437.711304,1147.605713,876.150208,885.902893,957.38147,899.914124,902.558472,895.113403
YBR012C,18.351601,7.675011,27.615488,0.615443,1.037311,0.790534,5.473607,4.095069,3.986619
YBR012W-A,1.16445,1.551617,1.544141,1.341531,2.914371,2.131711,3.854265,3.248361,3.070591
YBR012W-B,7.469073,7.762334,9.652345,4.968737,5.057245,5.755426,8.787864,7.640864,7.095685
YBR013C,34.418346,34.19611,33.080929,32.313213,33.029987,28.133265,43.448383,42.378887,46.42276
tT(AGU)B,0.144667,0,0,0,0,0,0,0,0.046905
