Gene ID,Vector_1,Vector_2,Vector_3,EGFP_1,EGFP_2,EGFP_3,PolyI_1,PolyI_2,PolyI_3
YDL161W,9.338099,9.065352,12.050142,5.297489,6.394334,6.783892,10.287412,7.639022,8.515185
YDL160C-A,30.51063,27.282835,38.938812,5.260962,11.08535,9.400454,15.918664,15.371058,15.598631
YDL160C,13.302078,5.846441,17.575253,11.754159,17.867977,22.392427,14.932265,15.473168,15.243794
YDL159W-A,0.572512,0.30054,1.172488,0.709138,0.765388,0.99939,1.063836,0.937488,1.126772
YDL159W,3.206448,1.78044,5.500939,2.128121,3.997747,4.284682,5.14625,4.854357,5.253934
YDL159C-B,0,0,0.008179,0,0,0.021082,0,0.006038,0.003623
YDL158C,25.442831,20.436829,30.985029,9.915863,8.935487,10.572963,15.672147,17.707739,12.960085
YDL157C,147.438248,98.241631,201.373825,52.392544,55.159458,64.818832,87.248596,94.785034,91.237732
YDL156W,1.094608,1.375508,1.843621,1.129448,1.459283,2.333054,1.291442,1.210502,1.490401
YDL155W,3.945953,2.621701,6.196536,4.098589,5.63011,6.646805,6.806067,6.47783,6.142661
YDL154W,0.628557,0.296634,0.830611,0.306237,0.553266,0.570353,1.394767,1.409429,1.001145
YDL153C,3.767363,1.646748,10.536406,1.131515,2.885561,4.390718,4.971686,3.460127,5.061786
YDL152W,0.06393,0,0.402656,0,0,0.252392,0.444487,0.135109,0
YDL151C,0.839508,0.459895,4.626473,0.484683,0.295536,1.317137,1.013915,0.94335,0.689104
YDL150W,6.221335,3.512885,10.264351,2.686324,3.768274,7.270705,8.169518,4.709128,6.86925
YDL149W,2.47825,2.197219,1.778553,3.602773,2.812688,3.419816,7.032077,6.185294,5.814106
YDL148C,2.90408,1.553424,7.162424,1.172858,1.209229,3.398868,4.171824,4.167254,3.46543
YDL147W,40.409725,23.611507,73.121971,27.152216,32.838989,38.302898,94.068886,69.739342,91.659828
YDL146W,41.663364,30.838726,41.483387,25.472328,39.336712,35.119678,26.50621,32.926247,29.24048
YDL145C,62.083767,49.812721,73.168213,87.668991,97.499565,127.041603,124.464401,105.065681,106.87854
YDL144C,87.479218,135.33728,43.792465,177.407806,151.11438,103.722183,255.843384,244.464493,220.28949
YDL143W,46.5266,48.536263,66.733101,33.57008,46.771526,51.446739,137.026764,143.900864,140.196228
YDL142C,25.910543,16.797838,20.09231,14.334505,22.40185,17.785364,31.802876,29.186539,32.134502
YDL141W,29.818607,25.552513,34.410046,27.551283,32.723526,37.135193,51.354221,50.506924,49.613998
YDL140C,42.362362,37.474232,44.348751,51.284565,54.541958,65.592735,105.962769,86.7258,91.897194
YDL139C,8.0267,8.171332,8.430319,2.702817,2.210479,4.21883,6.033522,4.049676,4.37317
YDL138W,13.924786,12.404178,11.046128,8.599084,9.580878,9.02427,17.173206,18.582964,16.916248
YDL137W,377.529541,225.205643,300.863281,334.761322,432.559631,341.954651,461.219299,493.724335,479.841797
YDL136W,668.487,334.592682,1490.474243,232.303009,299.884552,389.59317,323.486786,285.887054,356.328125
YDL135C,74.470337,46.761677,106.953026,28.257507,32.230206,38.994286,39.483978,40.153175,44.673058
YDL134C,58.082851,58.891834,63.762104,63.931007,81.841988,77.252113,107.335609,110.357788,107.190353
YDL133C-A,1685.433105,705.929626,2275.237061,1036.807983,1056.302612,767.182373,637.675171,554.665405,884.98175
YDL133W,8.256755,5.683878,10.055963,5.404475,7.025709,7.859473,10.500345,13.149359,11.277808
YDL132W,13.523657,17.858892,13.941826,17.419758,17.702616,19.366648,37.888264,34.645153,34.512424
YDL131W,135.365311,122.456161,102.731102,64.970276,87.090401,77.592934,128.625198,121.250053,109.499771
YDL130W-A,98.754234,35.29327,36.290066,51.9716,58.749096,45.137505,80.079979,74.753654,110.353096
YDL130W,3854.677979,2457.05542,4918.504395,1811.377441,2222.246582,2814.525391,2079.574463,2549.122559,2277.83252
YDL129W,4.110651,3.046776,6.647939,3.399065,4.612812,5.621597,4.356327,4.53333,3.453283
YDL128W,241.772888,200.126373,179.733932,187.139389,232.450806,220.503616,175.883591,171.89595,173.100418
YDL127W,10.181176,9.757012,10.298991,5.952808,8.970989,15.036181,7.567211,6.255519,6.985078
YDL126C,117.02729,191.707916,97.770584,211.628067,226.723328,196.915649,578.277893,508.843414,503.667877
YDL125C,987.385864,1107.683838,816.803101,550.230103,744.064758,514.012512,792.691162,768.746155,744.781494
YDL124W,113.801231,87.586143,56.206249,326.645172,373.27301,219.453125,454.796021,445.842285,440.853851
YDL123W,108.295425,145.324951,70.681084,83.824608,94.365753,83.821701,167.177246,202.522903,149.576248
YDL122W,6.318458,2.940159,9.740423,3.980968,7.681503,8.428934,11.553761,10.412168,8.912057
YDL121C,114.607811,63.304085,218.183746,31.668783,42.547741,44.255947,57.779266,57.867508,59.596756
YDL120W,65.346237,55.123848,68.250153,29.277456,37.879505,36.220421,54.943142,60.747959,58.611858
YDL119C,4.492362,2.063647,5.910374,1.864245,5.426914,4.643744,4.548144,5.74958,5.015708
YDL118W,0.461106,0.562462,1.404147,0.455061,1.713592,0.876234,2.075003,0.987231,1.298614
YDL117W,4.787823,3.484548,6.129532,3.898576,6.105216,7.838894,9.41073,8.373657,8.540015
YDL116W,7.498436,4.424289,11.084326,5.43709,9.977262,9.15051,12.311656,12.68599,14.386869
YDL115C,10.488441,6.627378,9.512565,5.317569,7.839257,7.533134,17.268188,15.820108,15.298576
YDL114W-A,2.303828,1.382137,0,0,1.159067,2.75591,3.967223,2.065173,2.438569
YDL114W,1.047287,0.838725,0.370523,0.188628,0.284425,0.089652,0.895165,1.003768,1.193306
YDL113C,3.943227,1.663339,6.036846,1.684179,4.363786,2.975483,5.163546,4.854055,5.649505
YDL112W,6.009403,4.97369,9.832148,4.833251,6.378106,11.000561,14.114176,12.026801,11.89681
YDL111C,39.162167,18.118509,55.130581,23.556368,43.631104,43.39505,40.227535,48.119305,50.331547
YDL110C,42.147652,18.638659,18.89386,12.554462,16.842304,14.285061,26.989916,28.409266,26.316076
YDL109C,7.651088,8.762056,2.514089,4.398557,3.963595,3.940037,3.145314,3.84065,2.981107
YDL108W,19.352547,13.560161,19.728796,7.219932,11.172001,10.238808,15.485394,17.879446,16.221207
YDL107W,5.798247,3.991748,5.335599,2.025586,3.289635,2.423941,2.916969,2.377113,2.386088
YDL106C,2.593981,2.250726,4.819735,2.020413,3.306162,4.432361,4.159806,5.665876,6.113765
YDL105W,4.135425,5.056355,4.339209,3.246523,2.721422,4.656111,2.63283,2.275273,2.230528
YDL104C,6.411128,5.945669,5.373324,4.357172,6.653751,8.196034,7.421428,6.623039,5.3129
YDL103C,11.445385,8.373732,17.598131,9.827398,11.66031,11.986006,20.11043,18.858528,23.389145
YDL102W,3.366716,1.998866,4.37605,3.712878,5.073898,7.003506,8.295328,6.964691,7.580892
YDL101C,3.999249,4.049112,6.987385,4.79149,5.697966,7.094947,6.824199,6.025203,6.541826
YDL100C,139.557236,83.521797,222.205124,137.589844,161.768066,153.278854,378.993439,338.383453,369.341339
YDL099W,14.25242,6.934182,19.701967,4.513542,6.274513,8.163222,13.27424,11.550117,13.253538
YDL098C,7.673769,2.108671,8.437881,1.61229,3.858126,4.900892,6.939043,7.533924,8.210133
YDL097C,38.650665,19.384617,55.123383,18.130482,31.166859,33.623512,80.033325,77.930504,93.051308
YDL096C,3.545494,9.580846,9.685894,34.692501,33.193886,33.417793,18.006912,15.92106,14.085206
YDL095W,163.887299,107.692184,111.046097,359.169189,314.046326,325.866364,194.45816,173.462143,146.735046
YDL094C,8.844374,4.305263,5.829527,15.738704,10.113701,12.124888,5.933264,5.934614,4.444337
YDL093W,31.320906,17.183088,26.052113,34.917599,36.466423,47.010509,23.416943,21.825178,20.048607
YDL092W,59.839821,19.826094,85.181229,17.510424,24.525816,22.851404,31.953766,28.474899,37.715454
YDL091C,4.220514,2.600213,4.492031,4.639568,6.865858,5.592483,8.503462,7.89827,9.128873
YDL090C,12.085626,12.544056,9.344662,13.373732,12.566736,13.067718,19.125948,18.624554,17.438984
YDL089W,7.182549,3.165579,8.543116,3.583038,4.294417,4.835118,7.1009,6.610143,6.52342
YDL088C,5.726295,3.55988,7.723002,3.013921,6.014426,6.517028,8.225217,8.005655,8.965446
YDL087C,4.343208,5.42522,3.818336,2.824654,6.291876,6.362082,5.895041,6.04385,6.897733
YDL086W,286.385376,276.319458,193.804764,204.747147,221.291748,220.582153,224.461411,257.295654,266.77771
YDL086C-A,0.658323,0,0.934771,0.006416,0.692935,0.402431,0.012097,1.365106,0.322876
YDL085C-A,46.578175,21.077133,44.402802,19.324261,25.099751,28.200165,22.472969,29.444633,29.693022
YDL085W,6.252059,7.209046,3.125476,12.140183,10.404599,6.289906,19.131176,14.886482,15.617967
YDL084W,147.17395,59.735416,227.016953,88.300987,134.002274,140.826797,155.660004,164.809235,178.792831
YDL083C,1472.740967,1128.869873,3195.564453,642.382935,969.892639,1146.233887,903.693604,989.356873,968.43042
YDL082W,367.0177,179.480469,813.092163,130.768387,216.351852,307.245453,257.02121,258.325043,276.450653
YDL081C,5080.798828,4130.569336,6235.763672,3048.564453,3669.181641,4097.422852,3043.218262,3237.24707,3183.10376
YDL080C,9.279134,8.147863,9.20149,5.341249,7.25244,7.341055,11.169994,10.756282,10.5251
YDL079C,16.767914,13.309307,12.557887,6.866923,11.116147,9.425963,12.78334,11.337049,12.395557
YDL078C,104.50267,120.526085,79.423264,85.813988,104.11174,86.623878,121.390228,138.917328,139.723068
YDL077C,2.181402,1.297094,2.54986,1.895958,2.468976,2.899748,5.094499,4.175838,4.222161
YDL076C,16.541861,15.092049,21.681198,9.336002,13.131769,17.619661,14.63382,16.477293,18.536032
YDL075W,1021.259705,376.897003,2256.009521,310.192383,421.5979,508.720154,401.20575,416.370392,501.943909
snR63,117.083672,85.554039,185.174286,32.790592,31.284828,49.839924,19.061031,25.941683,25.893841
YDL074C,6.416433,4.69386,14.809396,3.105476,4.99155,5.498134,8.34342,6.97648,7.42914
YDL073W,7.225283,6.410152,12.11133,8.158199,10.238297,11.02369,16.038443,15.199161,15.214532
YDL072C,582.404358,490.094208,385.601318,592.927246,769.070435,734.840515,686.670166,661.969482,642.037109
YDL071C,10.240011,21.761967,10.813347,5.471472,5.374886,8.203694,4.29925,4.892599,3.50679
YDL070W,9.291903,5.464665,13.708822,13.219013,16.828049,19.809616,26.595993,20.651968,22.666407
YDL069C,7.410522,3.398164,11.914351,3.219621,3.011647,5.81142,6.230492,5.399998,4.884632
YDL068W,3.848317,1.213333,3.347142,1.107461,1.551216,1.339993,2.430827,1.169157,2.558275
YDL067C,369.561951,120.831543,309.847931,162.476501,273.130096,198.029739,285.673492,354.93042,402.832275
YDL066W,196.688782,82.850403,176.297287,37.059799,68.925171,58.234993,97.552383,108.635429,96.657204
YDL065C,8.245994,3.327112,11.841962,3.204087,4.381611,6.307216,9.607288,7.311309,8.962031
YDL064W,42.241158,27.336967,48.948254,23.593248,30.466394,39.198315,31.749187,34.289955,35.778217
YDL063C,7.527501,3.233978,17.297621,4.207063,7.642547,10.449543,11.076778,9.292481,9.809191
YDL062W,0.814715,0.932409,2.93607,1.283777,2.194718,3.705408,2.041252,1.281064,2.368771
YDL061C,2485.264648,1049.131104,3846.693115,817.967285,1279.011719,1238.043213,938.948669,1125.615234,1341.181885
YDL060W,4.486505,3.698728,12.498821,2.390447,4.748845,7.570593,7.42768,5.390851,6.611209
YDL059C,3.929239,4.191308,8.908639,2.91192,3.334235,3.461345,6.005488,4.919169,5.867395
YDL058W,3.300238,2.533706,2.213934,2.482812,2.486069,4.523193,5.517974,4.10859,4.951404
YDL057W,6.778161,6.923593,3.860516,9.093724,9.810401,9.505837,13.280997,13.666233,12.175771
YDL056W,1.112847,0.456925,1.829676,0.913474,1.584369,2.333916,2.443841,2.288811,2.877101
YDL055C,764.573792,511.518402,1071.956177,1659.540527,1906.944946,2040.18335,652.570618,661.577576,721.363281
tK(UUU)D,5.020137,5.961989,3.256587,2.151695,3.483332,3.026641,2.889351,2.673173,4.514639
YDL054C,105.731384,94.164688,71.091614,60.633984,65.477127,70.515533,101.683197,96.625496,91.607872
YDL053C,37.969425,17.774887,46.154552,14.033354,18.009573,22.009413,33.021759,26.316727,30.039022
YDL052C,110.429123,53.405533,139.614471,63.424282,90.735016,89.292038,83.138161,89.31443,90.355179
YDL051W,61.716969,27.602205,136.919205,22.383575,32.325558,35.038189,41.197552,39.171673,43.996948
YDL050C,8.331933,2.41636,12.497523,2.311805,2.475931,3.52889,4.012707,3.276082,5.15873
YDL049C,11.197119,4.955719,7.892741,4.241098,10.41748,12.013962,5.762337,5.669159,7.088174
YDL048C,12.257275,11.990954,5.835664,41.314812,61.812943,72.434601,142.462143,92.781311,155.181091
YDL047W,31.69252,21.704212,35.819309,34.565754,55.751816,55.08596,53.827728,56.920708,58.751396
YDL046W,1393.109863,1936.275391,735.195007,1763.018677,1467.041504,1801.861328,1296.427002,1253.263428,1290.930664
YDL045W-A,28.397549,7.801325,28.453522,8.140388,15.873461,16.219452,16.552549,15.876443,18.631121
YDL045C,15.106434,8.887724,17.25038,8.465663,13.503417,11.044691,15.605282,15.672322,14.34372
YDL044C,3.511787,2.537413,4.1335,1.287022,2.739161,2.307606,4.221298,2.965195,3.703607
YDL043C,7.840319,4.334889,13.245002,2.191009,4.30736,8.604346,9.387769,9.217954,9.274913
YDL042C,5.562349,4.700193,8.641475,4.221227,7.015156,8.738635,9.134487,10.005514,9.050012
YDL041W,0.399688,0.3819,1.010379,0.600068,0.644793,0.881262,1.076655,0.695222,0.528633
YDL040C,15.263147,19.249758,22.577803,17.980539,20.323582,25.447561,32.275074,29.318773,30.474899
YDL039C,7.93861,2.611662,5.084883,9.646033,38.029793,51.892872,86.685959,20.11998,85.093216
YDL037C,1.728733,1.506532,4.607186,8.211829,39.54948,52.696457,73.756699,12.76037,63.836075
YDL036C,10.464653,7.641214,17.508135,4.084638,6.791978,6.383206,6.662334,6.141097,7.290366
YDL035C,7.373505,7.744178,6.837658,5.743159,7.853933,9.166589,11.107947,10.515425,10.094518
YDL034W,0.163739,1.134704,0.958872,0.381638,1.704557,1.397333,1.23062,0.916912,1.552683
YDL033C,6.48456,7.384391,5.960618,4.757725,5.976063,5.594005,11.933673,11.2279,12.652555
YDL032W,0.431547,0.444166,0.25027,0.224324,0.416464,0.384925,0.8491,0.954988,0.960519
YDL031W,2.479207,1.64536,6.590051,1.628734,3.173865,4.110805,4.97635,3.843135,4.370499
YDL030W,7.224358,6.883719,6.660863,3.696589,4.031846,5.149354,5.60868,5.294231,5.449956
YDL029W,76.508492,37.198551,83.066116,63.34457,83.527527,83.952492,105.808212,104.660851,117.107841
YDL028C,1.148537,0.991481,2.605481,0.894416,1.095967,1.735193,2.721013,2.393728,2.341193
YDL027C,14.621847,11.114812,13.288459,18.421515,23.109489,16.179405,31.506546,29.514261,27.123699
YDL026W,0.888593,1.343318,1.387474,2.960603,2.765318,2.211277,3.751246,3.748151,3.906062
YDL025C,6.047766,2.99814,5.858152,2.784299,4.474008,4.688794,8.473924,8.671499,9.521471
YDL025W-A,0,0,0,0,0,0,0,0,0
YDL024C,1.781934,1.254855,1.219271,2.61868,3.622526,2.348581,5.187137,6.151774,4.500324
YDL022C-A,0.085362,0.003223,0.103695,0.130432,0.673946,0.885256,0.305475,0.959743,0.762513
tA(AGC)D,0.190028,0,0,0,0,0.294585,0,0,0.395764
YDL023C,29.505783,29.614079,33.100895,59.436031,61.351101,49.955704,94.079483,96.245728,96.280136
YDL022W,146.478455,84.141983,103.468933,182.079727,185.804413,155.160004,290.542542,323.458282,305.031799
YDL021W,34.85593,33.835258,18.102566,7.340097,10.174537,8.632332,10.142628,12.310073,13.208445
YDL020C,7.760564,4.762681,12.502275,3.439689,6.499753,7.005135,28.451366,27.141325,27.102551
YDL019C,6.462907,7.615898,4.827746,5.874199,5.314659,6.600245,7.49747,7.873054,6.190551
YDL018C,33.570339,23.101618,42.3904,14.228123,22.113293,26.387106,17.516127,20.325102,18.721388
YDL017W,3.147779,1.457146,4.107406,1.233277,2.890681,3.311734,3.591922,4.779812,4.335519
YDL016C,44.701344,29.699764,28.298193,27.635166,31.588215,44.117546,32.220238,33.836868,33.575878
YDL015C,491.020294,537.88208,462.899048,427.091339,481.802216,642.215515,523.964478,485.554596,472.01178
YDL014W,300.488892,293.740051,449.237732,247.563095,350.354248,440.18634,626.789978,521.613342,531.054443
YDL013W,3.138628,2.163998,4.149428,2.505567,4.421635,4.434408,6.80776,6.101462,5.424467
YDL012C,32.012127,14.361471,34.92326,20.499275,22.79879,23.091892,43.271549,52.808464,45.394287
YDL011C,5.272206,4.873565,9.873695,3.547976,4.856178,4.448179,4.977395,3.642795,3.788948
YDL010W,27.245855,17.416668,38.921299,15.446143,16.697994,19.211571,23.840652,20.936981,17.211533
YDL009C,19.303406,12.322016,20.303814,8.28022,10.337366,10.366755,12.497697,9.145793,10.790369
YDL008W,45.708351,29.779877,53.211403,11.712942,20.116625,19.706902,45.314159,37.540775,38.783146
tT(AGU)D,1.125986,1.491489,0.700222,0.107399,1.518301,0.446235,1.535816,0.930573,0.451464
YDL007C-A,0,0.766578,0.213323,0,0,0,0.624395,0.169385,0
tS(AGA)D1,0,0,0,0,0,0,0,0.184683,0
YDL007W,33.896328,20.102045,55.135521,17.157743,23.215729,29.780655,75.650352,65.217133,71.397423
YDL006W,18.968622,15.055639,24.780289,20.219231,24.484585,24.303322,26.583603,25.657394,25.1917
YDL005C,5.415767,4.538847,9.080936,2.982206,4.095445,5.034217,5.141774,5.833757,5.357076
YDL004W,110.055473,66.514999,129.124268,89.373566,129.644012,116.453499,149.231094,179.051163,178.519226
YDL003W,7.313164,4.897683,6.975951,4.756473,5.221013,7.975985,6.17982,4.987342,5.368761
YDL002C,20.390572,13.803831,29.667656,11.661593,10.923039,13.556306,16.275099,11.336105,16.310234
YDL001W,3.689344,1.882547,6.153145,1.734654,4.481672,3.345102,3.129183,3.178222,3.832405
YDR001C,19.15086,20.120308,12.113851,43.988705,46.334549,40.937469,62.84407,56.50396,57.110001
YDR002W,167.749344,77.665718,320.675507,52.964096,76.199722,94.580444,113.418961,95.214615,129.366745
YDR003W,51.525154,46.980038,38.224987,28.027969,41.527462,31.641533,57.839176,67.508675,54.909172
YDR003W-A,49.103382,37.076862,34.882229,23.848705,32.03429,22.590271,52.049904,48.323704,41.872025
YDR004W,7.738971,4.801058,8.42667,3.961715,7.689749,8.393685,11.731671,12.112565,12.642888
YDR005C,14.733673,7.057684,14.108741,8.007488,13.87118,12.359236,12.065861,15.590738,15.216915
YDR006C,5.540564,2.315712,6.155373,4.307682,8.966234,8.878612,13.07091,11.783914,15.000085
YDR007W,55.114357,44.137775,44.107792,38.610897,51.519901,51.939922,74.639793,72.020241,69.345245
YDR008C,4.11703,3.302698,3.264189,3.529412,4.555481,4.602175,4.495325,5.82086,4.550555
YDR009W,5.101287,4.846933,4.500938,3.09993,5.015683,3.220328,6.298687,6.455003,5.765007
YDR010C,9.935684,7.384496,4.563031,5.615574,5.578922,5.185855,4.654011,6.419484,7.787747
YDR011W,26.592447,19.29863,36.744247,17.12476,24.228502,26.772591,64.627655,57.080059,54.010582
YDR012W,3829.612061,5136.458496,4224.078613,3575.350586,3580.49292,5301.088867,2755.908936,2536.761963,2418.497559
YDR013W,18.824936,11.07667,23.166693,13.556795,12.774486,14.296078,12.820214,15.621573,16.815655
YDR014W,0.915941,0.716778,2.246914,0.776532,1.83367,1.918808,2.547767,1.805754,2.135873
YDR014W-A,1.007705,0.348052,1.021034,0.17568,0.445386,0.167988,1.932488,1.430786,0.609632
YDR015C,0,0.712156,0.021479,0.148843,0.174243,0,0.016764,0,0
YDR016C,36.033134,24.77915,51.251446,17.833912,22.469334,20.092472,25.753765,22.864069,22.915873
YDR017C,6.238018,4.035076,5.94899,3.399541,4.591327,5.027843,6.592339,5.335439,6.632205
YDR018C,2.907499,1.539516,1.945989,2.786519,4.879342,2.090578,4.708167,4.965542,4.277597
YDR019C,78.439514,69.389206,23.314524,53.809231,63.751575,78.828972,155.692551,142.670059,143.984329
YDR020C,33.944458,25.28713,19.345295,6.417358,7.877255,10.483551,13.526864,13.644484,14.07569
YDR021W,3.872091,1.955328,8.143987,1.374773,1.800196,4.736217,2.851938,2.450088,3.019263
YDR022C,18.492538,8.076631,14.804589,9.243944,10.018226,5.994594,10.03223,13.770562,10.915373
tV(UAC)D,0.218237,0.230874,0.349705,0.273359,0.420531,0.322635,0.413199,1.122646,1.330305
YDR023W,75.212578,47.694992,158.394516,44.738956,59.601871,78.755615,82.881912,71.965843,74.13916
YDR024W,3.360438,2.376746,4.665366,1.776956,1.741625,2.167766,2.561457,2.984736,3.027343
YDR025W,700.052856,506.073334,1282.984009,259.034515,358.154633,454.823242,347.252441,457.692627,423.618011
YDR026C,3.489311,1.691108,5.916995,1.688297,2.790559,3.310636,3.856382,3.887486,4.273866
YDR027C,3.242003,2.280562,4.632889,2.533606,3.401316,3.655057,6.11025,4.821376,5.194565
YDR028C,4.322792,3.367488,6.083217,3.062093,4.389549,6.499489,8.798867,7.637239,7.476421
YDR029W,1.049029,2.007692,3.774446,1.979827,3.355528,3.054868,3.100812,2.173735,3.041597
YDR030C,23.754936,42.740192,16.585958,4.687543,4.677665,5.084066,3.886771,3.782522,4.913124
YDR031W,28.642385,12.589219,23.439344,13.749086,15.340693,15.498728,20.85014,20.15835,24.279114
YDR032C,1152.072388,747.12323,509.95871,917.55127,959.939453,798.431946,707.302551,776.071594,848.124329
YDR033W,561.152771,930.753418,476.894135,1656.047729,1921.841919,2275.317383,2120.005615,1765.900635,1834.154541
YDR034C,7.18926,5.55725,9.446044,5.209023,5.42988,7.975211,9.381656,8.914474,9.429323
YDR034C-D,4.511965,4.151953,6.092367,3.013592,3.868805,2.992157,3.75209,3.270312,3.6823
YDR034C-C,0.26195,0.086271,0.031332,0.015153,0.058793,0.115479,0.053115,0.086072,0.062079
tL(UAA)D,0.061621,0,0,0.136224,0,0.012044,0,0,0.084074
YDR034C-A,0.9405,1.091208,1.220929,2.196394,1.284898,1.210553,2.085793,1.125719,0.772596
tQ(UUG)D1,0.109299,0.382073,0.043843,0.313937,0,0,0,0,0.288313
YDR034W-B,23.487688,14.510107,10.272411,38.209244,53.077553,22.507959,37.376965,36.15984,37.151924
YDR035W,113.991325,74.601875,121.720085,46.156971,73.187431,73.139984,82.537804,74.703934,79.596825
YDR036C,7.414644,5.08146,12.092785,8.608494,10.929018,13.95824,20.369774,24.920935,21.425484
YDR037W,168.742691,120.741676,246.76918,109.49958,153.745636,177.542206,195.245438,166.481155,168.669312
YDR038C,50.58149,84.959702,44.97612,91.323769,71.609802,76.705048,95.214424,90.285828,91.618088
YDR039C,64.93692,99.544571,46.588623,114.405746,85.677277,89.315758,111.066391,104.204811,107.907799
YDR040C,90.135605,124.378159,50.274143,160.125092,110.689606,112.608902,137.891068,131.995438,139.023148
YDR041W,19.117516,7.482004,19.19376,9.154952,15.217653,17.853674,17.862776,15.202005,16.614811
YDR042C,9.61091,6.247627,24.137537,0.35893,1.020485,0.913339,2.660742,2.172402,1.56902
snR47,74.235138,50.476028,143.722778,6.803405,7.779484,9.552446,5.751005,13.979274,6.662866
YDR043C,11.654923,6.162121,8.64614,8.301278,8.707048,9.159229,6.552669,8.17517,6.618071
YDR044W,99.872795,123.794693,97.776527,82.241562,122.581032,143.41391,96.593018,102.253479,110.583481
YDR045C,41.405937,19.082991,75.149612,10.895113,20.063253,21.273855,30.886173,24.778778,33.55711
YDR046C,86.278114,62.940132,89.774185,88.008644,137.841141,134.973984,142.717178,114.183136,124.896744
YDR047W,65.348343,69.092598,60.714211,85.754768,124.85881,132.255142,108.205017,91.433243,101.469398
YDR048C,0.806307,0.182943,0.523515,0,0.30039,0.333909,0.789438,0.428597,0.691088
YDR049W,2.898009,0.919642,3.607898,1.086309,2.247974,2.216061,2.945774,3.252322,3.679654
YDR050C,6112.472168,4917.095703,5481.123535,5439.859863,6908.513184,5117.714355,5510.601074,5590.407227,6774.295898
YDR051C,17.410753,11.492656,23.097347,7.105138,12.012955,13.207444,16.364477,13.905816,18.200912
YDR052C,2.911714,1.874633,5.881701,1.308879,2.561329,3.536165,4.402869,3.153717,3.891674
YDR053W,0.079669,0.071556,0.397733,0.038581,0.211268,0.295199,0.152166,0.068212,0.232868
YDR054C,14.353503,8.472561,19.192326,9.032778,12.309185,15.072931,15.784443,12.653646,15.434985
YDR055W,101.892624,73.918259,76.973907,167.982056,300.462341,257.393646,172.539474,153.01564,151.596603
YDR056C,60.397572,34.816463,79.14679,30.001875,43.163109,46.649269,41.726402,44.031811,39.185192
YDR057W,6.626718,4.074615,8.856003,4.392226,6.986061,5.864103,10.688601,7.535625,9.755187
YDR058C,9.285799,3.208896,5.358806,6.094436,7.687164,5.96885,11.138267,10.197246,9.835096
tR(UCU)D,0,0,0,0.050424,0,0,0.878844,0.102162,0.59446
tD(GUC)D,0,0.289571,0,0.238507,0,0,0.649794,0.32151,0.630128
YDR059C,266.114258,223.671906,104.175453,238.934021,228.35907,175.795013,585.523865,611.728577,557.368713
YDR060W,4.116487,2.258334,9.986179,1.799057,3.546202,5.667157,5.486024,3.796199,4.668962
YDR061W,8.6697,6.617055,7.007565,5.878913,9.660477,9.998618,10.062384,8.392651,10.815434
YDR062W,87.711281,58.030476,94.49189,73.464699,88.214035,110.559746,89.761208,83.694702,79.346458
YDR063W,82.062607,48.701344,82.665329,35.002281,44.912716,45.1534,41.007374,42.281654,46.340775
YDR064W,2162.458008,1868.827148,3956.437988,1186.326538,1721.338989,1867.98999,1809.925293,1906.47522,1795.43689
YDR065W,5.130121,4.178473,7.735153,2.26609,4.926333,4.41036,7.861799,6.609701,7.972391
YDR066C,9.981611,6.609667,8.247192,5.531054,8.831427,8.031934,10.858109,12.173795,11.12949
YDR067C,20.654526,11.35247,20.027569,9.213147,11.82972,10.704327,16.759302,13.216172,16.919184
YDR068W,14.583264,6.343871,17.517897,3.911272,5.703542,8.80777,9.261556,8.180698,9.874994
YDR069C,4.112464,1.920269,3.623002,4.01969,6.260179,4.647851,7.064909,7.846237,8.29343
YDR070C,13.671593,9.383333,8.076423,17.475639,16.737257,5.889823,27.015644,25.231613,27.659847
YDR071C,107.68689,36.504551,162.189178,30.687384,44.568619,49.047558,59.647865,56.647011,75.16317
YDR072C,65.235977,47.077774,51.347073,45.378384,91.950455,92.738213,78.482376,77.603462,77.409843
YDR073W,22.289026,16.280704,27.984241,12.734247,20.240093,20.811069,14.918077,12.936481,14.830589
YDR074W,9.192315,10.92224,8.511285,23.374496,25.382151,18.525826,41.269199,47.330139,42.869438
YDR075W,8.458479,4.050558,12.811046,4.163818,7.928252,7.850943,7.367777,5.68397,6.907741
YDR076W,65.172951,93.267006,22.688784,10.575499,11.217837,11.35685,9.03472,8.975501,8.172525
YDR077W,2353.274414,3573.574951,1183.301147,15175.77246,13204.86328,13032.9375,15821.94824,15493.00781,12251.77246
YDR078C,11.784325,5.679815,12.138223,5.90837,6.433078,6.166259,9.602826,8.165671,10.813653
YDR079W,21.49943,15.843672,22.049408,12.806653,15.774077,16.369492,21.901165,20.607344,21.846407
YDR079C-A,44.778492,36.503139,62.457741,19.891567,22.725847,24.390512,25.400431,19.090569,28.756882
YDR080W,4.369217,5.823886,6.03072,5.986454,5.887668,6.970109,8.719812,7.357633,7.01858
YDR081C,2.69442,2.0738,3.153887,2.630596,3.526041,4.8755,5.858842,5.509122,5.909266
YDR082W,3.574981,1.83551,5.197482,2.266554,4.070587,4.575274,5.805387,5.008966,5.676264
YDR083W,10.565628,7.18254,24.204168,3.192795,5.962486,8.490154,5.742898,6.411434,5.838452
